row_id,timestamp_ns,time_s,raw_norm,w_raw,x_raw,y_raw,z_raw,w,x,y,z,split,w_ARA,x_ARA,y_ARA,z_ARA
6370,1403636612688555520,31.849999872,1.0000002625194655,0.603767,-0.086855,-0.792035,-0.02455,0.6037668414994516,-0.08685497719887782,-0.7920347920754498,-0.02454999355514881,development,1.6037668414994517,0.9131450228011222,0.2079652079245502,0.9754500064448511
6390,1403636612788555264,31.949999616,1.0000000099325,0.603716,-0.0867,-0.792085,-0.024728,0.603715994003591,-0.08669999913885226,-0.792084992132616,-0.024727999754389145,development,1.603715994003591,0.9133000008611477,0.20791500786738404,0.9752720002456109
6410,1403636612888555520,32.049999872,1.000000414713414,0.603732,-0.086819,-0.792059,-0.024769,0.603731749624345,-0.08681896399501103,-0.7920586715226442,-0.024768989727967705,development,1.603731749624345,0.913181036004989,0.2079413284773558,0.9752310102720323
6430,1403636612988555520,32.149999872,0.9999999032109953,0.603722,-0.086936,-0.792059,-0.024581,0.6037220584336571,-0.08693600841444972,-0.7920590766626097,-0.024581002379170755,development,1.6037220584336571,0.9130639915855503,0.20794092333739034,0.9754189976208293
6451,1403636613093555456,32.254999808,1.000000061507498,0.603791,-0.087163,-0.791981,-0.024602,0.6037909628623286,-0.0871629946388223,-0.7919809512872333,-0.024601998486792627,development,1.6037909628623286,0.9128370053611777,0.20801904871276666,0.9753980015132073
6471,1403636613193555712,32.355000064,1.0000002164009767,0.603804,-0.087329,-0.791959,-0.024408,0.603803869336253,-0.0873289811019232,-0.791958828619336,-0.024407994718086103,development,1.6038038693362529,0.9126710188980768,0.20804117138066403,0.9755920052819139
6491,1403636613293555456,32.454999808,0.999999432546339,0.603848,-0.087431,-0.791918,-0.024252,0.6038483426559528,-0.08743104961306918,-0.7919184493770233,-0.024252013761893995,development,1.6038483426559527,0.9125689503869309,0.20808155062297673,0.975747986238106
6511,1403636613393555456,32.554999808,0.9999995763364103,0.603829,-0.087474,-0.79193,-0.024184,0.60382925582047,-0.08747403705956454,-0.7919303355120487,-0.024184010245884593,development,1.6038292558204699,0.9125259629404354,0.20806966448795128,0.9758159897541154
6531,1403636613493555456,32.654999808,1.0000002805389605,0.603877,-0.08759,-0.791885,-0.024068,0.6038768305890216,-0.08758997542759935,-0.7918847778454675,-0.02406799324799019,development,1.6038768305890216,0.9124100245724006,0.2081152221545325,0.9759320067520099
6552,1403636613598555648,32.76,1.00000001291,0.603871,-0.087559,-0.791893,-0.024057,0.6038709922040255,-0.08755899886961332,-0.7918929897766614,-0.024056999689424135,development,1.6038709922040255,0.9124410011303867,0.20810701022333855,0.9759430003105759
6572,1403636613698555392,32.859999744,1.000000062986498,0.603949,-0.087718,-0.791822,-0.023858,0.6039489619593699,-0.08771799447495073,-0.7918219501259083,-0.023857998497268225,development,1.6039489619593699,0.9122820055250492,0.20817804987409172,0.9761420015027318
6592,1403636613798555648,32.96,0.9999997652054724,0.603915,-0.087769,-0.791841,-0.023888,0.6039151417959704,-0.08776902060768572,-0.7918411859199772,-0.02388800560877299,development,1.6039151417959703,0.9122309793923142,0.2081588140800228,0.976111994391227
6612,1403636613898555392,33.059999744,1.0000003842499263,0.603889,-0.087755,-0.791865,-0.023827,0.6038887679557854,-0.08775496628016068,-0.791864695726049,-0.023826990844480523,development,1.6038887679557854,0.9122450337198393,0.208135304273951,0.9761730091555195
6633,1403636614003555584,33.164999936,0.9999997552084701,0.603884,-0.087769,-0.791868,-0.023776,0.6038841478257244,-0.08776902148511305,-0.7918681938426267,-0.023776005820164838,development,1.6038841478257244,0.912230978514887,0.20813180615737326,0.9762239941798352
6653,1403636614103555328,33.26499968,1.0000000242024998,0.603928,-0.087772,-0.791834,-0.023791,0.6039279853834331,-0.08777199787569824,-0.7918339808356383,-0.02379099942419834,development,1.6039279853834332,0.9122280021243018,0.20816601916436173,0.9762090005758016
6673,1403636614203555584,33.364999936,1.000000134388991,0.603902,-0.087759,-0.791857,-0.023738,0.6039019188422304,-0.08775898820615813,-0.791856893583151,-0.023737996809874557,development,1.6039019188422303,0.9122410117938419,0.20814310641684897,0.9762620031901255
6693,1403636614303555584,33.464999936,0.9999999198549968,0.603932,-0.087781,-0.79183,-0.023785,0.603932048402136,-0.08778100703520908,-0.791830063461223,-0.023785001906249055,development,1.603932048402136,0.9122189929647909,0.20816993653877702,0.9762149980937509
6714,1403636614408555520,33.569999872,0.9999999791249998,0.603894,-0.087854,-0.791853,-0.023717,0.6038940126062876,-0.08785400183395231,-0.7918530165299319,-0.02371700049509239,development,1.6038940126062875,0.9121459981660477,0.2081469834700681,0.9762829995049076
6734,1403636614508555520,33.669999872,1.000000129018492,0.604002,-0.087804,-0.791776,-0.023729,0.604001922072583,-0.0878039886716618,-0.7917758978462678,-0.0237289969385206,development,1.604001922072583,0.9121960113283382,0.20822410215373222,0.9762710030614794
6754,1403636614608555520,33.769999872,1.0000000348354992,0.60391,-0.087831,-0.791843,-0.023731,0.6039099789624944,-0.08783099694036339,-0.7918429724157547,-0.023730999173318796,development,1.6039099789624944,0.9121690030596366,0.20815702758424526,0.9762690008266812
6774,1403636614708555520,33.869999872,1.0000000658169979,0.603916,-0.087845,-0.791837,-0.023728,0.6039159602520645,-0.08784499421830622,-0.7918369478836693,-0.023727998438294377,development,1.6039159602520645,0.9121550057816938,0.20816305211633068,0.9762720015617056
6794,1403636614808555520,33.969999872,0.999999996825,0.603885,-0.08784,-0.79186,-0.023765,0.603885001917335,-0.08784000027889201,-0.7918600025141556,-0.023765000075453877,development,1.603885001917335,0.912159999721108,0.20813999748584444,0.9762349999245461
6815,1403636614913555456,34.074999808,0.9999999075159957,0.603876,-0.08784,-0.791866,-0.02379,0.6038760558488757,-0.0878400081237957,-0.7918660732349453,-0.023790002200194664,development,1.6038760558488758,0.9121599918762043,0.2081339267650547,0.9762099977998053
6835,1403636615013555456,34.174999808,1.0000001687214857,0.603948,-0.087879,-0.791807,-0.023793,0.6039478981010135,-0.08787898517292705,-0.7918068664051692,-0.023792995985610372,development,1.6039478981010133,0.912121014827073,0.20819313359483083,0.9762070040143896
6855,1403636615113555456,34.274999808,1.0000000849549964,0.603885,-0.087804,-0.791862,-0.023835,0.6038849486969564,-0.08780399254061212,-0.7918619327273724,-0.023834997975097832,development,1.6038849486969564,0.9121960074593879,0.20813806727262762,0.9761650020249022
6875,1403636615213555456,34.374999808,1.0000002978209557,0.603901,-0.087762,-0.791854,-0.023859,0.6039008201456806,-0.08776197386264507,-0.7918537641693552,-0.023858992894291938,development,1.6039008201456806,0.9122380261373549,0.20814623583064484,0.9761410071057081
6896,1403636615318555648,34.48,1.0000003441114407,0.603879,-0.087769,-0.79187,-0.023861,0.6038787921983989,-0.08776896979769336,-0.7918697275085672,-0.02386099178915974,development,1.6038787921983988,0.9122310302023067,0.2081302724914328,0.9761390082108402
6916,1403636615418555392,34.579999744,0.9999998353644864,0.60391,-0.087793,-0.791842,-0.023896,0.6039100994250493,-0.08779301445384802,-0.7918421303653358,-0.02389600393413088,development,1.6039100994250493,0.912206985546152,0.2081578696346642,0.9761039960658692
6936,1403636615518555392,34.679999744,0.9999995395288941,0.603919,-0.087846,-0.79183,-0.023859,0.6039192780873779,-0.08784604045056339,-0.7918303646150037,-0.023859010986385175,development,1.6039192780873779,0.9121539595494366,0.20816963538499633,0.9761409890136148
6956,1403636615618555648,34.78,0.9999999385089982,0.603884,-0.087832,-0.791857,-0.023917,0.6038840371334344,-0.087832005400878,-0.7918570486920833,-0.023917001470680384,development,1.6038840371334344,0.912167994599122,0.2081429513079167,0.9760829985293196
6976,1403636615718555392,34.879999744,1.0000004611808937,0.603842,-0.087833,-0.79189,-0.023903,0.6038417215197353,-0.08783295949311724,-0.7918896347956305,-0.02390298897639818,development,1.6038417215197351,0.9121670405068828,0.20811036520436954,0.9760970110236018
6997,1403636615823555584,34.984999936,1.0000002813944604,0.603909,-0.087918,-0.79183,-0.023878,0.6039088300634007,-0.08791797526036879,-0.7918297771834871,-0.023877993280864967,development,1.6039088300634008,0.9120820247396312,0.20817022281651287,0.9761220067191351
7017,1403636615923555584,35.084999936,1.0000002855964591,0.603879,-0.08789,-0.791854,-0.023944,0.6038788275343452,-0.08788997489893437,-0.791853773849366,-0.023943993161680336,development,1.6038788275343452,0.9121100251010656,0.20814622615063405,0.9760560068383196
7037,1403636616023555584,35.184999936,1.0000004515258982,0.603875,-0.087933,-0.791853,-0.023927,0.6038747273349214,-0.08793296029599111,-0.7918526424580243,-0.02392698919634471,development,1.6038747273349214,0.9120670397040089,0.20814735754197566,0.9760730108036553
7057,1403636616123555328,35.28499968,0.9999996357689337,0.603887,-0.08799,-0.791837,-0.02391,0.603887219954486,-0.08799003204870319,-0.79183728841174,-0.023910008708767968,development,1.603887219954486,0.9120099679512969,0.20816271158826005,0.9760899912912321
7078,1403636616228555520,35.389999872,1.0000002266674743,0.603901,-0.088019,-0.791823,-0.023938,0.6039008631153167,-0.0880189800489601,-0.7918228205195212,-0.02393799457403523,development,1.6039008631153167,0.9119810199510399,0.20817717948047876,0.9760620054259648
7098,1403636616328555520,35.489999872,1.000000685513265,0.603915,-0.088041,-0.791811,-0.02392,0.6039145860085403,-0.088040939646768,-0.7918104572034282,-0.02391998360253394,development,1.6039145860085404,0.911959060353232,0.20818954279657176,0.9760800163974661
7118,1403636616428555520,35.589999872,1.0000001636014866,0.603908,-0.088037,-0.791817,-0.023891,0.6039079011997696,-0.08803698559701828,-0.7918168704575829,-0.023890996091397523,development,1.6039079011997694,0.9119630144029818,0.20818312954241713,0.9761090039086024
7138,1403636616528555520,35.689999872,0.9999996851239503,0.603914,-0.088094,-0.791804,-0.02394,0.6039141901581145,-0.08809402773869945,-0.7918042493201941,-0.023940007538135,development,1.6039141901581146,0.9119059722613005,0.2081957506798059,0.976059992461865
7158,1403636616628555520,35.789999872,1.0000003866584253,0.603892,-0.088082,-0.791823,-0.02394,0.6038917665001605,-0.08808196594236575,-0.7918226938350842,-0.023939990743400877,development,1.6038917665001606,0.9119180340576343,0.2081773061649158,0.9760600092565991
7179,1403636616733555456,35.894999808,0.9999998226514843,0.603873,-0.088126,-0.791833,-0.023903,0.6038731070959992,-0.08812601562901806,-0.7918331404304321,-0.02390300423916232,development,1.6038731070959993,0.911873984370982,0.20816685956956793,0.9760969957608376
7199,1403636616833555456,35.994999808,0.9999997791349756,0.603879,-0.088123,-0.79183,-0.02386,0.6038791333757796,-0.08812301946329285,-0.7918301748875909,-0.023860005269840646,development,1.6038791333757796,0.9118769805367072,0.2081698251124091,0.9761399947301593
7219,1403636616933555712,36.095000064,0.9999999952309999,0.603883,-0.088183,-0.79182,-0.023878,0.603883002879918,-0.08818300042054474,-0.7918200037761897,-0.023878000113874184,development,1.603883002879918,0.9118169995794553,0.20817999622381034,0.9761219998861258
7239,1403636617033555456,36.194999808,1.0000001093344941,0.603864,-0.088196,-0.791834,-0.023851,0.6038639339768422,-0.088195990357136,-0.7918339134252397,-0.023850997392263266,development,1.6038639339768421,0.911804009642864,0.20816608657476032,0.9761490026077367
7260,1403636617138555648,36.3,1.0000001427354899,0.603901,-0.088142,-0.791809,-0.023945,0.6039009138019072,-0.08814198741901025,-0.7918088869807706,-0.023944996582199184,development,1.6039009138019074,0.9118580125809898,0.20819111301922943,0.9760550034178008
7280,1403636617238555392,36.399999744,0.999999618001927,0.603883,-0.088157,-0.791821,-0.023925,0.6038832306822304,-0.08815703367581698,-0.7918213024742117,-0.023925009139307386,development,1.6038832306822304,0.911842966324183,0.20817869752578833,0.9760749908606926
7300,1403636617338555648,36.5,1.0000000968784952,0.603879,-0.088186,-0.791822,-0.023906,0.6038789414971169,-0.08818599145667384,-0.7918219232894836,-0.023905997684022916,development,1.6038789414971169,0.9118140085433262,0.20817807671051636,0.9760940023159771
7320,1403636617438555392,36.599999744,1.0000002737669624,0.603837,-0.088182,-0.791855,-0.023896,0.603836834689424,-0.08818197585868832,-0.7918547832163213,-0.023895993458066457,development,1.603836834689424,0.9118180241413116,0.2081452167836787,0.9761040065419335
7340,1403636617538555392,36.699999744,1.0000001665039862,0.603808,-0.088244,-0.791872,-0.023832,0.6038078994635778,-0.0882439853070247,-0.7918718681501774,-0.02383199603187766,development,1.6038078994635778,0.9117560146929753,0.2081281318498226,0.9761680039681223
7361,1403636617643555328,36.80499968,0.9999995229703863,0.603808,-0.088218,-0.791873,-0.023868,0.6038082880344344,-0.08821804208261855,-0.7918733777470516,-0.02386801138574825,development,1.6038082880344344,0.9117819579173815,0.20812662225294842,0.9761319886142518
7381,1403636617743555584,36.904999936,1.000000355014937,0.603845,-0.088238,-0.791844,-0.023855,0.6038447856260815,-0.08823796867420311,-0.791843718883652,-0.023854991531121684,development,1.6038447856260816,0.9117620313257969,0.20815628111634799,0.9761450084688783
7401,1403636617843555328,37.00499968,0.9999998246554846,0.603815,-0.088294,-0.791859,-0.023887,0.6038151058756671,-0.08829401548187135,-0.791859138848157,-0.02388700418845517,development,1.6038151058756671,0.9117059845181287,0.20814086115184305,0.9761129958115449
7421,1403636617943555584,37.104999936,1.0000003385949428,0.603819,-0.088326,-0.791853,-0.023888,0.6038187955500095,-0.08832597009327321,-0.7918527318826696,-0.023887991911646745,development,1.6038187955500094,0.9116740299067267,0.20814726811733042,0.9761120080883533
7442,1403636618048555520,37.209999872,0.9999995699569074,0.60382,-0.088399,-0.791843,-0.023892,0.6038202596687319,-0.0883990380153957,-0.791843340526759,-0.023892010274593988,development,1.6038202596687319,0.9116009619846043,0.20815665947324102,0.976107989725406
7462,1403636618148555520,37.309999872,0.9999995345453917,0.603817,-0.088408,-0.791843,-0.023933,0.6038172810495361,-0.08840804114993016,-0.7918433685671449,-0.023933011139730325,development,1.6038172810495361,0.9115919588500698,0.20815663143285512,0.9760669888602697
7482,1403636618248555520,37.409999872,0.9999997165949598,0.603797,-0.088364,-0.791862,-0.023979,0.6037971711191615,-0.08836402504281007,-0.7918622244177456,-0.023979006795771387,development,1.6037971711191616,0.91163597495719,0.20813777558225444,0.9760209932042286
7502,1403636618348555520,37.509999872,1.0000002692949637,0.603791,-0.088402,-0.791864,-0.023947,0.6037908374021683,-0.08840197619379303,-0.7918637867550703,-0.023946993551195242,development,1.6037908374021683,0.9115980238062069,0.2081362132449297,0.9760530064488048
7522,1403636618448555520,37.609999872,0.9999999399529982,0.60382,-0.088416,-0.791839,-0.023977,0.6038200362575828,-0.08841600530911603,-0.7918390475475607,-0.023977001439747046,development,1.603820036257583,0.9115839946908839,0.20816095245243926,0.976022998560253
7543,1403636618553555456,37.714999808,1.0000006223493063,0.603855,-0.088164,-0.791847,-0.023787,0.6038546241914936,-0.08816394513122991,-0.7918465071948755,-0.023786985196186262,development,1.6038546241914937,0.9118360548687701,0.20815349280512452,0.9762130148038137
7563,1403636618653555456,37.814999808,1.0000002653884648,0.603853,-0.088196,-0.791844,-0.023804,0.6038528397444219,-0.08819597659380517,-0.7918437898537922,-0.02380399368269466,development,1.6038528397444218,0.9118040234061948,0.20815621014620778,0.9761960063173053
7583,1403636618753555456,37.914999808,1.0000003395314423,0.603833,-0.088546,-0.791817,-0.023913,0.6038327949797802,-0.08854596993585911,-0.7918167311533232,-0.02391299188078738,development,1.6038327949797802,0.9114540300641409,0.20818326884667682,0.9760870081192127
7603,1403636618853555456,38.014999808,1.0000004608023938,0.603835,-0.08857,-0.791814,-0.023878,0.6038347217515148,-0.08856995918675079,-0.7918136351303815,-0.02387798899696551,development,1.6038347217515148,0.9114300408132492,0.2081863648696185,0.9761220110030345
7624,1403636618958555392,38.119999744,1.0000004684273902,0.603877,-0.088445,-0.791801,-0.02371,0.6038767171276054,-0.08844495856995888,-0.7918006290988977,-0.023709988893591778,development,1.6038767171276054,0.9115550414300411,0.2081993709011023,0.9762900111064082
7644,1403636619058555648,38.22,1.0000001601214872,0.603793,-0.088461,-0.791867,-0.023572,0.6037929033197824,-0.08846098583549539,-0.7918668732050986,-0.02357199622561691,development,1.6037929033197824,0.9115390141645046,0.20813312679490137,0.9764280037743831
7664,1403636619158555392,38.319999744,1.000000174294985,0.603823,-0.088528,-0.791834,-0.023661,0.6038228947566977,-0.08852798457001626,-0.7918338619873291,-0.023660995876007083,development,1.6038228947566977,0.9114720154299838,0.20816613801267092,0.9763390041239929
7684,1403636619258555392,38.419999744,0.9999998837164933,0.603818,-0.088832,-0.791798,-0.023841,0.6038180702140826,-0.08883201032969766,-0.7917980920730587,-0.023841002772315406,development,1.6038180702140825,0.9111679896703023,0.20820190792694127,0.9761589972276846
7704,1403636619358555648,38.52,1.0000001941179812,0.603787,-0.088759,-0.791831,-0.023815,0.6037868827941092,-0.08875898277028545,-0.7918308462913946,-0.023814995377081174,development,1.6037868827941093,0.9112410172297145,0.20816915370860545,0.9761850046229188
7725,1403636619463555584,38.624999936,0.9999999196669969,0.603821,-0.088664,-0.791819,-0.023694,0.6038210485067582,-0.08866400712264597,-0.7918190636092034,-0.02369400190341033,development,1.603821048506758,0.911335992877354,0.2081809363907966,0.9763059980965897
7745,1403636619563555584,38.724999936,1.0000002575409668,0.603727,-0.088942,-0.791855,-0.023858,0.6037268445156048,-0.08894197709379723,-0.7918547960649502,-0.023857993855589198,development,1.6037268445156048,0.9110580229062027,0.20814520393504976,0.9761420061444108
7765,1403636619663555328,38.82499968,0.9999999651099994,0.603832,-0.088838,-0.791786,-0.023866,0.6038320210676996,-0.08883800309955797,-0.791786027625415,-0.02386600083268478,development,1.6038320210676997,0.9111619969004421,0.20821397237458505,0.9761339991673152
7785,1403636619763555584,38.924999936,1.0000002170869764,0.603829,-0.088956,-0.791774,-0.023911,0.6038288689166166,-0.08895598068881512,-0.7917738281162137,-0.023910994809234434,development,1.6038288689166165,0.9110440193111848,0.20822617188378634,0.9760890051907656
7806,1403636619868555520,39.029999872,1.0000005351213568,0.603868,-0.088989,-0.791743,-0.023843,0.6038676768575094,-0.08898895238011106,-0.7917425763216384,-0.023842987241108317,development,1.6038676768575093,0.9110110476198889,0.20825742367836164,0.9761570127588917
7826,1403636619968555520,39.129999872,0.9999996903384522,0.60389,-0.088907,-0.791738,-0.023722,0.60389018700157,-0.08890702753108776,-0.7917382451708905,-0.02372200734579351,development,1.60389018700157,0.9110929724689123,0.20826175482910947,0.9762779926542065
7846,1403636620068555520,39.229999872,1.00000037459443,0.603868,-0.088968,-0.791746,-0.023815,0.6038677737944955,-0.08896796667309524,-0.7917457034164695,-0.023814991079036993,development,1.6038677737944955,0.9110320333269047,0.20825429658353045,0.976185008920963
7866,1403636620168555520,39.329999872,1.000000048349999,0.603935,-0.088875,-0.791703,-0.023879,0.6039349707997448,-0.08887499570289405,-0.7917029617211627,-0.023878998845450434,development,1.6039349707997448,0.911125004297106,0.20829703827883728,0.9761210011545496
7886,1403636620268555520,39.429999872,1.0000002209669756,0.603867,-0.088964,-0.791745,-0.023882,0.6038668665653649,-0.08896398034189833,-0.7917448250505406,-0.023881994722867856,development,1.6038668665653648,0.9110360196581017,0.20825517494945944,0.9761180052771321
7907,1403636620373555456,39.534999808,1.000000488036881,0.603895,-0.088942,-0.791726,-0.023897,0.6038947052771116,-0.08894195659304492,-0.7917256136087011,-0.02389698833738835,development,1.6038947052771118,0.9110580434069551,0.20827438639129892,0.9761030116626116
7927,1403636620473555456,39.634999808,0.9999996921549525,0.60393,-0.08898,-0.791693,-0.023931,0.6039301859169167,-0.08898002739206076,-0.7916932437188442,-0.0239310073670421,development,1.6039301859169166,0.9110199726079392,0.2083067562811558,0.9760689926329579
7947,1403636620573555456,39.734999808,1.0000000301684995,0.603896,-0.089043,-0.791714,-0.023874,0.6038959817813644,-0.08904299731370638,-0.7917139761151774,-0.023873999279757266,development,1.6038959817813643,0.9109570026862936,0.20828602388482265,0.9761260007202427
7967,1403636620673555712,39.835000064,0.9999997011904553,0.603888,-0.088944,-0.79173,-0.023901,0.6038881804475522,-0.08894402657732407,-0.7917302365765515,-0.02390100714184906,development,1.6038881804475522,0.911055973422676,0.2082697634234485,0.9760989928581509
7988,1403636620778555392,39.939999744,0.9999998345964862,0.603868,-0.089001,-0.791742,-0.023802,0.6038680998819055,-0.08900101472108056,-0.7917421309569304,-0.023802003936935087,development,1.6038680998819055,0.9109989852789194,0.20825786904306964,0.9761979960630649
8008,1403636620878555648,40.04,0.9999995916354166,0.60387,-0.089017,-0.791739,-0.023781,0.6038702465992217,-0.08901703635140495,-0.7917393233182989,-0.02378100971132212,development,1.6038702465992216,0.9109829636485951,0.20826067668170112,0.9762189902886779
8028,1403636620978555392,40.139999744,1.000000134926991,0.603862,-0.089048,-0.791745,-0.023691,0.6038619185227284,-0.08904798798502293,-0.7917448931722441,-0.02369099680344509,development,1.6038619185227283,0.9109520120149771,0.20825510682775594,0.9763090031965549
8048,1403636621078555648,40.24,0.9999997821844764,0.603884,-0.088724,-0.791761,-0.023796,0.6038841315353383,-0.08872401932546872,-0.7917611724578744,-0.02379600518313933,development,1.6038841315353383,0.9112759806745313,0.20823882754212564,0.9762039948168607
8068,1403636621178555392,40.339999744,1.0000001387079904,0.603854,-0.08884,-0.79177,-0.02384,0.6038539162406368,-0.08883998767718385,-0.7917698901751896,-0.023839996693201967,development,1.6038539162406367,0.9111600123228162,0.20823010982481038,0.9761600033067981
8089,1403636621283555584,40.444999936,0.9999999288524976,0.603854,-0.088895,-0.79176,-0.023958,0.603854042962707,-0.08889500632465769,-0.7917600563317506,-0.023958001704551986,development,1.6038540429627068,0.9111049936753424,0.20823994366824938,0.976041998295448
8109,1403636621383555328,40.54499968,1.0000001660939861,0.603833,-0.088867,-0.791781,-0.023907,0.6038328997069867,-0.08886698523972819,-0.7917808684899593,-0.023906996029191736,development,1.6038328997069868,0.9111330147602719,0.20821913151004068,0.9760930039708082
8129,1403636621483555584,40.644999936,1.0000002226889753,0.603843,-0.088848,-0.791776,-0.023893,0.6038428655308511,-0.08884798021453433,-0.7917758236802532,-0.0238929946792935,development,1.6038428655308512,0.9111520197854657,0.20822417631974677,0.9761070053207065
8149,1403636621583555584,40.744999936,1.0000003750679298,0.60377,-0.088908,-0.791826,-0.023864,0.603769773545321,-0.088907966653473,-0.7918257030115728,-0.02386399104938228,development,1.603769773545321,0.911092033346527,0.20817429698842715,0.9761360089506177
8170,1403636621688555520,40.849999872,0.9999998966394946,0.603781,-0.088859,-0.791821,-0.023914,0.6037810624071157,-0.08885900918451209,-0.7918210818430271,-0.023914002471763382,development,1.6037810624071156,0.9111409908154879,0.20817891815697287,0.9760859975282367
8190,1403636621788555264,40.949999616,0.9999997732734743,0.603751,-0.088904,-0.791839,-0.023903,0.6037511368863977,-0.0889040201568996,-0.7918391795309461,-0.023903005419445372,development,1.6037511368863977,0.9110959798431004,0.20816082046905393,0.9760969945805547
8210,1403636621888555520,41.049999872,0.9999999104624959,0.603704,-0.088917,-0.791874,-0.023888,0.6037040540541542,-0.08891700796140696,-0.7918740709024278,-0.02388800213887209,development,1.603704054054154,0.911082992038593,0.20812592909757222,0.9761119978611279
8230,1403636621988555520,41.149999872,1.0000000169955,0.603691,-0.089062,-0.791865,-0.023979,0.6036909897399698,-0.08906199848634681,-0.7918649865418588,-0.023978999592464915,development,1.6036909897399698,0.9109380015136532,0.20813501345814123,0.976021000407535
8250,1403636622088555520,41.249999872,1.0000001787849842,0.603701,-0.089034,-0.791862,-0.023937,0.6037008920673457,-0.08903398408206056,-0.7918618584269902,-0.0239369957204246,development,1.6037008920673457,0.9109660159179395,0.2081381415730098,0.9760630042795754
8271,1403636622193555712,41.355000064,1.0000003801354278,0.603661,-0.089089,-0.79189,-0.023823,0.6036607705271547,-0.08908896613412774,-0.7918896989746705,-0.023822990944037146,development,1.6036607705271546,0.9109110338658722,0.20811030102532946,0.9761770090559628
8291,1403636622293555456,41.454999808,1.0000003670509325,0.603644,-0.089057,-0.791906,-0.023841,0.6036437784319881,-0.0890569673115571,-0.7919057093302709,-0.02384099124914193,development,1.6036437784319881,0.9109430326884429,0.20809429066972907,0.976159008750858
8311,1403636622393555456,41.554999808,0.9999999816989997,0.603594,-0.089056,-0.791945,-0.023799,0.6035940110463741,-0.0890560016298139,-0.791945014493386,-0.023799000435545514,development,1.6035940110463742,0.9109439983701861,0.20805498550661405,0.9762009995644545
8331,1403636622493555456,41.654999808,1.0000001596119872,0.603622,-0.089102,-0.79192,-0.023756,0.6036219036547085,-0.08910198577825498,-0.7919198736000952,-0.02375599620825824,development,1.6036219036547084,0.910898014221745,0.2080801263999048,0.9762440037917418
8352,1403636622598555648,41.76,1.0000002252074747,0.603635,-0.089091,-0.79191,-0.023803,0.6036348640569167,-0.0890909799360454,-0.7919098216559889,-0.02380299463938769,development,1.6036348640569167,0.9109090200639546,0.2080901783440111,0.9761970053606123
8372,1403636622698555392,41.859999744,1.0000000593534981,0.603717,-0.089079,-0.791851,-0.023724,0.6037169641672863,-0.08907899471285007,-0.7918509530008759,-0.023723998591897694,development,1.6037169641672864,0.9109210052871499,0.20814904699912407,0.9762760014081023
8392,1403636622798555648,41.96,1.0000003539369373,0.603685,-0.089182,-0.791866,-0.023663,0.6036847863336556,-0.08918196843520723,-0.7918657197294724,-0.023662991624793215,development,1.6036847863336556,0.9108180315647928,0.2081342802705276,0.9763370083752068
8412,1403636622898555392,42.059999744,0.9999998968034947,0.603867,-0.089358,-0.791705,-0.023723,0.6038670623169705,-0.08935800922143428,-0.7917050817011977,-0.02372300244813095,development,1.6038670623169704,0.9106419907785657,0.2082949182988023,0.976276997551869
8432,1403636622998555392,42.159999744,1.0000001230864923,0.603899,-0.089528,-0.791662,-0.023712,0.6038989256681995,-0.08952798898031386,-0.7916619025571133,-0.023711997081373455,development,1.6038989256681995,0.9104720110196861,0.20833809744288667,0.9762880029186265
8453,1403636623103555328,42.26499968,0.9999998465139881,0.603911,-0.089659,-0.791635,-0.023801,0.6039110926919051,-0.08965901376140445,-0.7916351215049177,-0.023801003653121128,development,1.6039110926919051,0.9103409862385956,0.20836487849508234,0.9761989963468789
8473,1403636623203555584,42.364999936,0.999999953496999,0.603843,-0.08967,-0.791686,-0.023793,0.6038430280805129,-0.0896700041699243,-0.7916860368157765,-0.023793001106445957,development,1.603843028080513,0.9103299958300757,0.20831396318422346,0.976206998893554
8493,1403636623303555584,42.464999936,1.0000001482814889,0.603861,-0.089733,-0.791663,-0.023872,0.6038609104586051,-0.08973298669425912,-0.7916628826110491,-0.023871996460224823,development,1.603860910458605,0.9102670133057409,0.2083371173889509,0.9761280035397751
8513,1403636623403555328,42.56499968,1.000000016701,0.603802,-0.089821,-0.791699,-0.023834,0.603801989915903,-0.08982099849989951,-0.7916989867778353,-0.023833999601948375,development,1.6038019899159028,0.9101790015001004,0.20830101322216465,0.9761660003980517
8534,1403636623508555520,42.669999872,1.0000003663354329,0.603791,-0.089986,-0.791695,-0.023637,0.6037907788100436,-0.0899859670349518,-0.7916947099741758,-0.023636991340932542,development,1.6037907788100436,0.9100140329650482,0.2083052900258242,0.9763630086590674
8554,1403636623608555520,42.769999872,1.0000004987913755,0.603707,-0.090159,-0.791737,-0.023722,0.6037066988763052,-0.09015895502949081,-0.7917366050886097,-0.023721988167676893,development,1.6037066988763051,0.9098410449705092,0.20826339491139034,0.9762780118323231
8574,1403636623708555520,42.869999872,0.9999999049594955,0.603695,-0.090243,-0.791734,-0.023783,0.6036950573754828,-0.09024300857674106,-0.791734075246806,-0.023783002260348532,development,1.6036950573754827,0.9097569914232589,0.20826592475319405,0.9762169977396514
8594,1403636623808555520,42.969999872,1.0000004274874084,0.603459,-0.090709,-0.791858,-0.023893,0.6034587420289863,-0.09070896122306125,-0.7918576614908205,-0.02389298978604772,development,1.6034587420289863,0.9092910387769387,0.20814233850917951,0.9761070102139523
