identity,family,stratum,condition,window,window_id,sample,cycle,landmark,phase,ara_phase
double:free,double,free,chronological,1,double:free:w001,28,3,4,0.8701221340422016,1.7402442680844032
double:free,double,free,chronological,1,double:free:w001,29,3,5,0.12477838521204454,0.24955677042408908
double:free,double,free,chronological,1,double:free:w001,30,3,6,0.20903561132319837,0.41807122264639673
double:free,double,free,chronological,1,double:free:w001,31,3,7,0.3838410071058558,0.7676820142117116
double:free,double,free,shuffled,1,double:free:w001,0,0,0,0.6432232298342742,1.2864464596685483
double:free,double,free,shuffled,1,double:free:w001,1,0,1,0.8701221340422016,1.7402442680844032
double:free,double,free,shuffled,1,double:free:w001,2,0,2,0.8784860765658173,1.7569721531316347
double:free,double,free,shuffled,1,double:free:w001,3,0,3,0.6965823973831906,1.3931647947663812
double:free,double,free,shuffled,1,double:free:w001,4,0,4,0.20537645017682582,0.41075290035365164
double:free,double,free,shuffled,1,double:free:w001,5,0,5,0.6951494146867718,1.3902988293735437
double:free,double,free,shuffled,1,double:free:w001,6,0,6,0.3884844929255742,0.7769689858511484
double:free,double,free,shuffled,1,double:free:w001,7,0,7,0.8747813150091321,1.7495626300182643
double:free,double,free,shuffled,1,double:free:w001,8,1,0,0.7252086602780841,1.4504173205561681
double:free,double,free,shuffled,1,double:free:w001,9,1,1,0.38460911449804325,0.7692182289960865
double:free,double,free,shuffled,1,double:free:w001,10,1,2,0.651176515107208,1.302353030214416
double:free,double,free,shuffled,1,double:free:w001,11,1,3,0.7348815581211507,1.4697631162423015
double:free,double,free,shuffled,1,double:free:w001,12,1,4,0.6419024251130816,1.2838048502261632
double:free,double,free,shuffled,1,double:free:w001,13,1,5,0.12519141055237526,0.2503828211047505
double:free,double,free,shuffled,1,double:free:w001,14,1,6,0.8043568118986721,1.6087136237973443
double:free,double,free,shuffled,1,double:free:w001,15,1,7,0.7004365338519252,1.4008730677038503
double:free,double,free,shuffled,1,double:free:w001,16,2,0,0.20903561132319837,0.41807122264639673
double:free,double,free,shuffled,1,double:free:w001,17,2,1,0.7998332350420965,1.599666470084193
double:free,double,free,shuffled,1,double:free:w001,18,2,2,0.7006403290935328,1.4012806581870656
double:free,double,free,shuffled,1,double:free:w001,19,2,3,0.12226459709914117,0.24452919419828234
double:free,double,free,shuffled,1,double:free:w001,20,2,4,0.4116755803141805,0.823351160628361
double:free,double,free,shuffled,1,double:free:w001,21,2,5,0.3838410071058558,0.7676820142117116
double:free,double,free,shuffled,1,double:free:w001,22,2,6,0.6488131171582188,1.2976262343164375
double:free,double,free,shuffled,1,double:free:w001,23,2,7,0.2258579042817459,0.4517158085634918
double:free,double,free,shuffled,1,double:free:w001,24,3,0,0.12477838521204454,0.24955677042408908
double:free,double,free,shuffled,1,double:free:w001,25,3,1,0.7408169548449441,1.4816339096898883
double:free,double,free,shuffled,1,double:free:w001,26,3,2,0.8013607607903896,1.6027215215807793
double:free,double,free,shuffled,1,double:free:w001,27,3,3,0.1187683491540934,0.2375366983081868
double:free,double,free,shuffled,1,double:free:w001,28,3,4,0.738061115167981,1.476122230335962
double:free,double,free,shuffled,1,double:free:w001,29,3,5,0.7976119814763454,1.5952239629526908
double:free,double,free,shuffled,1,double:free:w001,30,3,6,0.8709700529429609,1.7419401058859219
double:free,double,free,shuffled,1,double:free:w001,31,3,7,0.22648814088388924,0.4529762817677785
double:free,double,free,reversed,1,double:free:w001,0,0,0,0.3838410071058558,0.7676820142117116
double:free,double,free,reversed,1,double:free:w001,1,0,1,0.20903561132319837,0.41807122264639673
double:free,double,free,reversed,1,double:free:w001,2,0,2,0.12477838521204454,0.24955677042408908
double:free,double,free,reversed,1,double:free:w001,3,0,3,0.8701221340422016,1.7402442680844032
double:free,double,free,reversed,1,double:free:w001,4,0,4,0.7998332350420965,1.599666470084193
double:free,double,free,reversed,1,double:free:w001,5,0,5,0.7348815581211507,1.4697631162423015
double:free,double,free,reversed,1,double:free:w001,6,0,6,0.7006403290935328,1.4012806581870656
double:free,double,free,reversed,1,double:free:w001,7,0,7,0.6488131171582188,1.2976262343164375
double:free,double,free,reversed,1,double:free:w001,8,1,0,0.38460911449804325,0.7692182289960865
double:free,double,free,reversed,1,double:free:w001,9,1,1,0.2258579042817459,0.4517158085634918
double:free,double,free,reversed,1,double:free:w001,10,1,2,0.12226459709914117,0.24452919419828234
double:free,double,free,reversed,1,double:free:w001,11,1,3,0.8709700529429609,1.7419401058859219
double:free,double,free,reversed,1,double:free:w001,12,1,4,0.8043568118986721,1.6087136237973443
double:free,double,free,reversed,1,double:free:w001,13,1,5,0.7408169548449441,1.4816339096898883
double:free,double,free,reversed,1,double:free:w001,14,1,6,0.7004365338519252,1.4008730677038503
double:free,double,free,reversed,1,double:free:w001,15,1,7,0.6432232298342742,1.2864464596685483
double:free,double,free,reversed,1,double:free:w001,16,2,0,0.3884844929255742,0.7769689858511484
double:free,double,free,reversed,1,double:free:w001,17,2,1,0.22648814088388924,0.4529762817677785
double:free,double,free,reversed,1,double:free:w001,18,2,2,0.12519141055237526,0.2503828211047505
double:free,double,free,reversed,1,double:free:w001,19,2,3,0.8747813150091321,1.7495626300182643
double:free,double,free,reversed,1,double:free:w001,20,2,4,0.8013607607903896,1.6027215215807793
double:free,double,free,reversed,1,double:free:w001,21,2,5,0.738061115167981,1.476122230335962
double:free,double,free,reversed,1,double:free:w001,22,2,6,0.6965823973831906,1.3931647947663812
double:free,double,free,reversed,1,double:free:w001,23,2,7,0.6419024251130816,1.2838048502261632
double:free,double,free,reversed,1,double:free:w001,24,3,0,0.4116755803141805,0.823351160628361
double:free,double,free,reversed,1,double:free:w001,25,3,1,0.20537645017682582,0.41075290035365164
double:free,double,free,reversed,1,double:free:w001,26,3,2,0.1187683491540934,0.2375366983081868
double:free,double,free,reversed,1,double:free:w001,27,3,3,0.8784860765658173,1.7569721531316347
double:free,double,free,reversed,1,double:free:w001,28,3,4,0.7976119814763454,1.5952239629526908
double:free,double,free,reversed,1,double:free:w001,29,3,5,0.7252086602780841,1.4504173205561681
double:free,double,free,reversed,1,double:free:w001,30,3,6,0.6951494146867718,1.3902988293735437
double:free,double,free,reversed,1,double:free:w001,31,3,7,0.651176515107208,1.302353030214416
double:free,double,free,broken_lineage,1,double:free:w001,0,0,0,0.5893407679682459,1.1786815359364917
double:free,double,free,broken_lineage,1,double:free:w001,1,0,1,0.60698276555379,1.21396553110758
double:free,double,free,broken_lineage,1,double:free:w001,2,0,2,0.6210179949152002,1.2420359898304003
double:free,double,free,broken_lineage,1,double:free:w001,3,0,3,0.6598580198542208,1.3197160397084415
double:free,double,free,broken_lineage,1,double:free:w001,4,0,4,0.6969346267612933,1.3938692535225865
double:free,double,free,broken_lineage,1,double:free:w001,5,0,5,0.8393065173200949,1.6786130346401897
double:free,double,free,broken_lineage,1,double:free:w001,6,0,6,0.9556404760408208,1.9112809520816416
double:free,double,free,broken_lineage,1,double:free:w001,7,0,7,0.024855052961303414,0.04971010592260683
double:free,double,free,broken_lineage,1,double:free:w001,8,1,0,0.08198188469072543,0.16396376938145085
double:free,double,free,broken_lineage,1,double:free:w001,9,1,1,0.09559675237681686,0.19119350475363373
double:free,double,free,broken_lineage,1,double:free:w001,10,1,2,0.11398772548641789,0.22797545097283578
double:free,double,free,broken_lineage,1,double:free:w001,11,1,3,0.14193366575541733,0.28386733151083465
double:free,double,free,broken_lineage,1,double:free:w001,12,1,4,0.17261541531134927,0.34523083062269855
double:free,double,free,broken_lineage,1,double:free:w001,13,1,5,0.31563713420002326,0.6312742684000465
double:free,double,free,broken_lineage,1,double:free:w001,14,1,6,0.4162898069230754,0.8325796138461508
double:free,double,free,broken_lineage,1,double:free:w001,15,1,7,0.5050152359341973,1.0100304718683946
double:free,double,free,broken_lineage,1,double:free:w001,16,2,0,0.6346146323546411,1.2692292647092822
double:free,double,free,broken_lineage,1,double:free:w001,17,2,1,0.6597370087487402,1.3194740174974804
double:free,double,free,broken_lineage,1,double:free:w001,18,2,2,0.6747480517789586,1.3494961035579172
double:free,double,free,broken_lineage,1,double:free:w001,19,2,3,0.7024636809769875,1.404927361953975
double:free,double,free,broken_lineage,1,double:free:w001,20,2,4,0.726792043124278,1.453584086248556
double:free,double,free,broken_lineage,1,double:free:w001,21,2,5,0.8889711203318327,1.7779422406636654
double:free,double,free,broken_lineage,1,double:free:w001,22,2,6,0.0051132116507908165,0.010226423301581633
double:free,double,free,broken_lineage,1,double:free:w001,23,2,7,0.06754188038260622,0.13508376076521245
double:free,double,free,broken_lineage,1,double:free:w001,24,3,0,0.1390283978809208,0.2780567957618416
double:free,double,free,broken_lineage,1,double:free:w001,25,3,1,0.15699917916846484,0.3139983583369297
double:free,double,free,broken_lineage,1,double:free:w001,26,3,2,0.17302295352196317,0.34604590704392635
double:free,double,free,broken_lineage,1,double:free:w001,27,3,3,0.2039455979909377,0.4078911959818754
double:free,double,free,broken_lineage,1,double:free:w001,28,3,4,0.23554198618035294,0.47108397236070587
double:free,double,free,broken_lineage,1,double:free:w001,29,3,5,0.3803473992412112,0.7606947984824224
double:free,double,free,broken_lineage,1,double:free:w001,30,3,6,0.5101455863936808,1.0202911727873616
double:free,double,free,broken_lineage,1,double:free:w001,31,3,7,0.6697892558281424,1.3395785116562848
double:free,double,free,chronological,2,double:free:w002,0,0,0,0.664316372007324,1.328632744014648
double:free,double,free,chronological,2,double:free:w002,1,0,1,0.6966497795941091,1.3932995591882182
double:free,double,free,chronological,2,double:free:w002,2,0,2,0.7190749501288547,1.4381499002577094
double:free,double,free,chronological,2,double:free:w002,3,0,3,0.7952289047530954,1.5904578095061908
double:free,double,free,chronological,2,double:free:w002,4,0,4,0.8743229581325718,1.7486459162651435
double:free,double,free,chronological,2,double:free:w002,5,0,5,0.12162285190368216,0.24324570380736432
double:free,double,free,chronological,2,double:free:w002,6,0,6,0.18014888121458128,0.36029776242916256
double:free,double,free,chronological,2,double:free:w002,7,0,7,0.3746811556250531,0.7493623112501062
double:free,double,free,chronological,2,double:free:w002,8,1,0,0.8812373502639375,1.762474700527875
double:free,double,free,chronological,2,double:free:w002,9,1,1,0.046445385561805,0.09289077112361
double:free,double,free,chronological,2,double:free:w002,10,1,2,0.12491436570453374,0.24982873140906747
double:free,double,free,chronological,2,double:free:w002,11,1,3,0.11650161033243833,0.23300322066487666
double:free,double,free,chronological,2,double:free:w002,12,1,4,0.15714466688766748,0.31428933377533497
double:free,double,free,chronological,2,double:free:w002,13,1,5,0.2663953259689915,0.532790651937983
double:free,double,free,chronological,2,double:free:w002,14,1,6,0.3297176220775686,0.6594352441551372
double:free,double,free,chronological,2,double:free:w002,15,1,7,0.5190498525805829,1.0380997051611658
double:free,double,free,chronological,2,double:free:w002,16,2,0,0.890897659356332,1.781795318712664
double:free,double,free,chronological,2,double:free:w002,17,2,1,0.06190075168150777,0.12380150336301554
double:free,double,free,chronological,2,double:free:w002,18,2,2,0.13247159219051063,0.26494318438102127
double:free,double,free,chronological,2,double:free:w002,19,2,3,0.12164970601089564,0.24329941202179128
double:free,double,free,chronological,2,double:free:w002,20,2,4,0.12789446338070398,0.25578892676140796
double:free,double,free,chronological,2,double:free:w002,21,2,5,0.260892607469259,0.521785214938518
double:free,double,free,chronological,2,double:free:w002,22,2,6,0.3126393422274969,0.6252786844549938
double:free,double,free,chronological,2,double:free:w002,23,2,7,0.5081954247706477,1.0163908495412954
double:free,double,free,chronological,2,double:free:w002,24,3,0,0.650352870345591,1.300705740691182
double:free,double,free,chronological,2,double:free:w002,25,3,1,0.6810789706892173,1.3621579413784346
double:free,double,free,chronological,2,double:free:w002,26,3,2,0.7037345399910144,1.4074690799820289
double:free,double,free,chronological,2,double:free:w002,27,3,3,0.8004717744399272,1.6009435488798545
double:free,double,free,chronological,2,double:free:w002,28,3,4,0.900441172547664,1.800882345095328
double:free,double,free,chronological,2,double:free:w002,29,3,5,0.14388294777286958,0.28776589554573917
double:free,double,free,chronological,2,double:free:w002,30,3,6,0.11356108007970356,0.22712216015940712
double:free,double,free,chronological,2,double:free:w002,31,3,7,0.3107495023844429,0.6214990047688858
double:free,double,free,shuffled,2,double:free:w002,0,0,0,0.06190075168150777,0.12380150336301554
double:free,double,free,shuffled,2,double:free:w002,1,0,1,0.260892607469259,0.521785214938518
double:free,double,free,shuffled,2,double:free:w002,2,0,2,0.15714466688766748,0.31428933377533497
double:free,double,free,shuffled,2,double:free:w002,3,0,3,0.18014888121458128,0.36029776242916256
double:free,double,free,shuffled,2,double:free:w002,4,0,4,0.6810789706892173,1.3621579413784346
double:free,double,free,shuffled,2,double:free:w002,5,0,5,0.13247159219051063,0.26494318438102127
double:free,double,free,shuffled,2,double:free:w002,6,0,6,0.7190749501288547,1.4381499002577094
double:free,double,free,shuffled,2,double:free:w002,7,0,7,0.8004717744399272,1.6009435488798545
double:free,double,free,shuffled,2,double:free:w002,8,1,0,0.664316372007324,1.328632744014648
double:free,double,free,shuffled,2,double:free:w002,9,1,1,0.900441172547664,1.800882345095328
double:free,double,free,shuffled,2,double:free:w002,10,1,2,0.890897659356332,1.781795318712664
double:free,double,free,shuffled,2,double:free:w002,11,1,3,0.12491436570453374,0.24982873140906747
double:free,double,free,shuffled,2,double:free:w002,12,1,4,0.2663953259689915,0.532790651937983
double:free,double,free,shuffled,2,double:free:w002,13,1,5,0.3107495023844429,0.6214990047688858
double:free,double,free,shuffled,2,double:free:w002,14,1,6,0.3126393422274969,0.6252786844549938
double:free,double,free,shuffled,2,double:free:w002,15,1,7,0.650352870345591,1.300705740691182
double:free,double,free,shuffled,2,double:free:w002,16,2,0,0.12164970601089564,0.24329941202179128
double:free,double,free,shuffled,2,double:free:w002,17,2,1,0.7952289047530954,1.5904578095061908
double:free,double,free,shuffled,2,double:free:w002,18,2,2,0.12162285190368216,0.24324570380736432
double:free,double,free,shuffled,2,double:free:w002,19,2,3,0.3746811556250531,0.7493623112501062
double:free,double,free,shuffled,2,double:free:w002,20,2,4,0.8743229581325718,1.7486459162651435
double:free,double,free,shuffled,2,double:free:w002,21,2,5,0.046445385561805,0.09289077112361
double:free,double,free,shuffled,2,double:free:w002,22,2,6,0.8812373502639375,1.762474700527875
double:free,double,free,shuffled,2,double:free:w002,23,2,7,0.5190498525805829,1.0380997051611658
double:free,double,free,shuffled,2,double:free:w002,24,3,0,0.7037345399910144,1.4074690799820289
double:free,double,free,shuffled,2,double:free:w002,25,3,1,0.5081954247706477,1.0163908495412954
double:free,double,free,shuffled,2,double:free:w002,26,3,2,0.12789446338070398,0.25578892676140796
double:free,double,free,shuffled,2,double:free:w002,27,3,3,0.3297176220775686,0.6594352441551372
double:free,double,free,shuffled,2,double:free:w002,28,3,4,0.6966497795941091,1.3932995591882182
double:free,double,free,shuffled,2,double:free:w002,29,3,5,0.11650161033243833,0.23300322066487666
double:free,double,free,shuffled,2,double:free:w002,30,3,6,0.14388294777286958,0.28776589554573917
double:free,double,free,shuffled,2,double:free:w002,31,3,7,0.11356108007970356,0.22712216015940712
double:free,double,free,reversed,2,double:free:w002,0,0,0,0.3107495023844429,0.6214990047688858
double:free,double,free,reversed,2,double:free:w002,1,0,1,0.11356108007970356,0.22712216015940712
double:free,double,free,reversed,2,double:free:w002,2,0,2,0.14388294777286958,0.28776589554573917
double:free,double,free,reversed,2,double:free:w002,3,0,3,0.900441172547664,1.800882345095328
double:free,double,free,reversed,2,double:free:w002,4,0,4,0.8004717744399272,1.6009435488798545
double:free,double,free,reversed,2,double:free:w002,5,0,5,0.7037345399910144,1.4074690799820289
double:free,double,free,reversed,2,double:free:w002,6,0,6,0.6810789706892173,1.3621579413784346
double:free,double,free,reversed,2,double:free:w002,7,0,7,0.650352870345591,1.300705740691182
double:free,double,free,reversed,2,double:free:w002,8,1,0,0.5081954247706477,1.0163908495412954
double:free,double,free,reversed,2,double:free:w002,9,1,1,0.3126393422274969,0.6252786844549938
double:free,double,free,reversed,2,double:free:w002,10,1,2,0.260892607469259,0.521785214938518
double:free,double,free,reversed,2,double:free:w002,11,1,3,0.12789446338070398,0.25578892676140796
double:free,double,free,reversed,2,double:free:w002,12,1,4,0.12164970601089564,0.24329941202179128
double:free,double,free,reversed,2,double:free:w002,13,1,5,0.13247159219051063,0.26494318438102127
double:free,double,free,reversed,2,double:free:w002,14,1,6,0.06190075168150777,0.12380150336301554
double:free,double,free,reversed,2,double:free:w002,15,1,7,0.890897659356332,1.781795318712664
double:free,double,free,reversed,2,double:free:w002,16,2,0,0.5190498525805829,1.0380997051611658
double:free,double,free,reversed,2,double:free:w002,17,2,1,0.3297176220775686,0.6594352441551372
double:free,double,free,reversed,2,double:free:w002,18,2,2,0.2663953259689915,0.532790651937983
double:free,double,free,reversed,2,double:free:w002,19,2,3,0.15714466688766748,0.31428933377533497
double:free,double,free,reversed,2,double:free:w002,20,2,4,0.11650161033243833,0.23300322066487666
double:free,double,free,reversed,2,double:free:w002,21,2,5,0.12491436570453374,0.24982873140906747
double:free,double,free,reversed,2,double:free:w002,22,2,6,0.046445385561805,0.09289077112361
double:free,double,free,reversed,2,double:free:w002,23,2,7,0.8812373502639375,1.762474700527875
double:free,double,free,reversed,2,double:free:w002,24,3,0,0.3746811556250531,0.7493623112501062
double:free,double,free,reversed,2,double:free:w002,25,3,1,0.18014888121458128,0.36029776242916256
double:free,double,free,reversed,2,double:free:w002,26,3,2,0.12162285190368216,0.24324570380736432
double:free,double,free,reversed,2,double:free:w002,27,3,3,0.8743229581325718,1.7486459162651435
double:free,double,free,reversed,2,double:free:w002,28,3,4,0.7952289047530954,1.5904578095061908
double:free,double,free,reversed,2,double:free:w002,29,3,5,0.7190749501288547,1.4381499002577094
double:free,double,free,reversed,2,double:free:w002,30,3,6,0.6966497795941091,1.3932995591882182
double:free,double,free,reversed,2,double:free:w002,31,3,7,0.664316372007324,1.328632744014648
double:free,double,free,broken_lineage,2,double:free:w002,0,0,0,0.8312376414687055,1.662475282937411
double:free,double,free,broken_lineage,2,double:free:w002,1,0,1,0.8490929808531282,1.6981859617062565
double:free,double,free,broken_lineage,2,double:free:w002,2,0,2,0.8621567205818916,1.7243134411637833
double:free,double,free,broken_lineage,2,double:free:w002,3,0,3,0.9065362594293456,1.8130725188586911
double:free,double,free,broken_lineage,2,double:free:w002,4,0,4,0.9530277942173448,1.9060555884346897
double:free,double,free,broken_lineage,2,double:free:w002,5,0,5,0.13969432036014062,0.27938864072028124
double:free,double,free,broken_lineage,2,double:free:w002,6,0,6,0.23471474924190883,0.46942949848381765
double:free,double,free,broken_lineage,2,double:free:w002,7,0,7,0.3343459081704623,0.6686918163409246
double:free,double,free,broken_lineage,2,double:free:w002,8,1,0,0.5149827702842433,1.0299655405684867
double:free,double,free,broken_lineage,2,double:free:w002,9,1,1,0.5612456932243868,1.1224913864487736
double:free,double,free,broken_lineage,2,double:free:w002,10,1,2,0.6246168557964706,1.2492337115929413
double:free,double,free,broken_lineage,2,double:free:w002,11,1,3,0.6794613378739252,1.3589226757478503
double:free,double,free,broken_lineage,2,double:free:w002,12,1,4,0.7367088274693607,1.4734176549387215
double:free,double,free,broken_lineage,2,double:free:w002,13,1,5,0.7784454211011624,1.5568908422023249
double:free,double,free,broken_lineage,2,double:free:w002,14,1,6,0.8171545156861448,1.6343090313722897
double:free,double,free,broken_lineage,2,double:free:w002,15,1,7,0.9128879418045752,1.8257758836091504
double:free,double,free,broken_lineage,2,double:free:w002,16,2,0,0.04021327884882275,0.0804265576976455
double:free,double,free,broken_lineage,2,double:free:w002,17,2,1,0.1020008718634795,0.204001743726959
double:free,double,free,broken_lineage,2,double:free:w002,18,2,2,0.16969573778657843,0.33939147557315685
double:free,double,free,broken_lineage,2,double:free:w002,19,2,3,0.21265321136234494,0.4253064227246899
double:free,double,free,broken_lineage,2,double:free:w002,20,2,4,0.262153880499989,0.524307760999978
double:free,double,free,broken_lineage,2,double:free:w002,21,2,5,0.30526438615120277,0.6105287723024055
double:free,double,free,broken_lineage,2,double:free:w002,22,2,6,0.34188932585580467,0.6837786517116093
double:free,double,free,broken_lineage,2,double:free:w002,23,2,7,0.44536687853845613,0.8907337570769123
double:free,double,free,broken_lineage,2,double:free:w002,24,3,0,0.4804981347948569,0.9609962695897138
double:free,double,free,broken_lineage,2,double:free:w002,25,3,1,0.4834068195908392,0.9668136391816784
double:free,double,free,broken_lineage,2,double:free:w002,26,3,2,0.4857267182176832,0.9714534364353664
double:free,double,free,broken_lineage,2,double:free:w002,27,3,3,0.5009998683595489,1.0019997367190978
double:free,double,free,broken_lineage,2,double:free:w002,28,3,4,0.5179343730590134,1.0358687461180267
double:free,double,free,broken_lineage,2,double:free:w002,29,3,5,0.6292844921001004,1.2585689842002008
double:free,double,free,broken_lineage,2,double:free:w002,30,3,6,0.7354152931356728,1.4708305862713456
double:free,double,free,broken_lineage,2,double:free:w002,31,3,7,0.8130347516135688,1.6260695032271375
double:free,double,free,chronological,3,double:free:w003,0,0,0,0.6191881736853055,1.238376347370611
double:free,double,free,chronological,3,double:free:w003,1,0,1,0.6687985732678197,1.3375971465356393
double:free,double,free,chronological,3,double:free:w003,2,0,2,0.6803884740804875,1.360776948160975
double:free,double,free,chronological,3,double:free:w003,3,0,3,0.685766254963017,1.371532509926034
double:free,double,free,chronological,3,double:free:w003,4,0,4,0.723762474436402,1.447524948872804
double:free,double,free,chronological,3,double:free:w003,5,0,5,0.7846700372371469,1.5693400744742938
double:free,double,free,chronological,3,double:free:w003,6,0,6,0.8065440212444042,1.6130880424888083
double:free,double,free,chronological,3,double:free:w003,7,0,7,0.8258127437227945,1.651625487445589
double:free,double,free,chronological,3,double:free:w003,8,1,0,0.9074703718371282,1.8149407436742564
double:free,double,free,chronological,3,double:free:w003,9,1,1,0.06494523782315831,0.12989047564631662
double:free,double,free,chronological,3,double:free:w003,10,1,2,0.15731111939340536,0.3146222387868107
double:free,double,free,chronological,3,double:free:w003,11,1,3,0.17746225985225728,0.35492451970451455
double:free,double,free,chronological,3,double:free:w003,12,1,4,0.08289384825173585,0.1657876965034717
double:free,double,free,chronological,3,double:free:w003,13,1,5,0.26969822501798646,0.5393964500359729
double:free,double,free,chronological,3,double:free:w003,14,1,6,0.31440519527888355,0.6288103905577671
double:free,double,free,chronological,3,double:free:w003,15,1,7,0.4726826805208546,0.9453653610417092
double:free,double,free,chronological,3,double:free:w003,16,2,0,0.6038754381167237,1.2077508762334475
double:free,double,free,chronological,3,double:free:w003,17,2,1,0.6647299655008059,1.3294599310016117
double:free,double,free,chronological,3,double:free:w003,18,2,2,0.6815637455345573,1.3631274910691147
double:free,double,free,chronological,3,double:free:w003,19,2,3,0.6911230702887678,1.3822461405775357
double:free,double,free,chronological,3,double:free:w003,20,2,4,0.737920851054005,1.47584170210801
double:free,double,free,chronological,3,double:free:w003,21,2,5,0.7947060562498578,1.5894121124997156
double:free,double,free,chronological,3,double:free:w003,22,2,6,0.8160406577866581,1.6320813155733163
double:free,double,free,chronological,3,double:free:w003,23,2,7,0.8345894840673527,1.6691789681347053
double:free,double,free,chronological,3,double:free:w003,24,3,0,0.9101477115263563,1.8202954230527126
double:free,double,free,chronological,3,double:free:w003,25,3,1,0.055381055206519036,0.11076211041303807
double:free,double,free,chronological,3,double:free:w003,26,3,2,0.17208452630987026,0.3441690526197405
double:free,double,free,chronological,3,double:free:w003,27,3,3,0.20118370518377482,0.40236741036754964
double:free,double,free,chronological,3,double:free:w003,28,3,4,0.16144413441909755,0.3228882688381951
double:free,double,free,chronological,3,double:free:w003,29,3,5,0.2820563123363833,0.5641126246727666
double:free,double,free,chronological,3,double:free:w003,30,3,6,0.320931297116978,0.641862594233956
double:free,double,free,chronological,3,double:free:w003,31,3,7,0.45835318734415154,0.9167063746883031
double:free,double,free,shuffled,3,double:free:w003,0,0,0,0.26969822501798646,0.5393964500359729
double:free,double,free,shuffled,3,double:free:w003,1,0,1,0.17746225985225728,0.35492451970451455
double:free,double,free,shuffled,3,double:free:w003,2,0,2,0.31440519527888355,0.6288103905577671
double:free,double,free,shuffled,3,double:free:w003,3,0,3,0.17208452630987026,0.3441690526197405
double:free,double,free,shuffled,3,double:free:w003,4,0,4,0.723762474436402,1.447524948872804
double:free,double,free,shuffled,3,double:free:w003,5,0,5,0.9101477115263563,1.8202954230527126
double:free,double,free,shuffled,3,double:free:w003,6,0,6,0.6647299655008059,1.3294599310016117
double:free,double,free,shuffled,3,double:free:w003,7,0,7,0.16144413441909755,0.3228882688381951
double:free,double,free,shuffled,3,double:free:w003,8,1,0,0.7947060562498578,1.5894121124997156
double:free,double,free,shuffled,3,double:free:w003,9,1,1,0.6815637455345573,1.3631274910691147
double:free,double,free,shuffled,3,double:free:w003,10,1,2,0.6191881736853055,1.238376347370611
double:free,double,free,shuffled,3,double:free:w003,11,1,3,0.6803884740804875,1.360776948160975
double:free,double,free,shuffled,3,double:free:w003,12,1,4,0.20118370518377482,0.40236741036754964
double:free,double,free,shuffled,3,double:free:w003,13,1,5,0.8065440212444042,1.6130880424888083
double:free,double,free,shuffled,3,double:free:w003,14,1,6,0.737920851054005,1.47584170210801
double:free,double,free,shuffled,3,double:free:w003,15,1,7,0.6911230702887678,1.3822461405775357
double:free,double,free,shuffled,3,double:free:w003,16,2,0,0.320931297116978,0.641862594233956
double:free,double,free,shuffled,3,double:free:w003,17,2,1,0.7846700372371469,1.5693400744742938
double:free,double,free,shuffled,3,double:free:w003,18,2,2,0.06494523782315831,0.12989047564631662
double:free,double,free,shuffled,3,double:free:w003,19,2,3,0.055381055206519036,0.11076211041303807
double:free,double,free,shuffled,3,double:free:w003,20,2,4,0.9074703718371282,1.8149407436742564
double:free,double,free,shuffled,3,double:free:w003,21,2,5,0.685766254963017,1.371532509926034
double:free,double,free,shuffled,3,double:free:w003,22,2,6,0.8345894840673527,1.6691789681347053
double:free,double,free,shuffled,3,double:free:w003,23,2,7,0.6038754381167237,1.2077508762334475
double:free,double,free,shuffled,3,double:free:w003,24,3,0,0.4726826805208546,0.9453653610417092
double:free,double,free,shuffled,3,double:free:w003,25,3,1,0.8160406577866581,1.6320813155733163
double:free,double,free,shuffled,3,double:free:w003,26,3,2,0.15731111939340536,0.3146222387868107
double:free,double,free,shuffled,3,double:free:w003,27,3,3,0.6687985732678197,1.3375971465356393
double:free,double,free,shuffled,3,double:free:w003,28,3,4,0.2820563123363833,0.5641126246727666
double:free,double,free,shuffled,3,double:free:w003,29,3,5,0.45835318734415154,0.9167063746883031
double:free,double,free,shuffled,3,double:free:w003,30,3,6,0.8258127437227945,1.651625487445589
double:free,double,free,shuffled,3,double:free:w003,31,3,7,0.08289384825173585,0.1657876965034717
double:free,double,free,reversed,3,double:free:w003,0,0,0,0.45835318734415154,0.9167063746883031
double:free,double,free,reversed,3,double:free:w003,1,0,1,0.320931297116978,0.641862594233956
double:free,double,free,reversed,3,double:free:w003,2,0,2,0.2820563123363833,0.5641126246727666
double:free,double,free,reversed,3,double:free:w003,3,0,3,0.16144413441909755,0.3228882688381951
double:free,double,free,reversed,3,double:free:w003,4,0,4,0.20118370518377482,0.40236741036754964
double:free,double,free,reversed,3,double:free:w003,5,0,5,0.17208452630987026,0.3441690526197405
double:free,double,free,reversed,3,double:free:w003,6,0,6,0.055381055206519036,0.11076211041303807
double:free,double,free,reversed,3,double:free:w003,7,0,7,0.9101477115263563,1.8202954230527126
double:free,double,free,reversed,3,double:free:w003,8,1,0,0.8345894840673527,1.6691789681347053
double:free,double,free,reversed,3,double:free:w003,9,1,1,0.8160406577866581,1.6320813155733163
double:free,double,free,reversed,3,double:free:w003,10,1,2,0.7947060562498578,1.5894121124997156
double:free,double,free,reversed,3,double:free:w003,11,1,3,0.737920851054005,1.47584170210801
double:free,double,free,reversed,3,double:free:w003,12,1,4,0.6911230702887678,1.3822461405775357
