domain,split,lineage,raw_states,candidate_q,amplitude_floor,valid_q,boundary_q,full_contracting_reverse,full_expanding_reverse,full_expanding_forward,full_contracting_forward
hydraulic,calibration,cycle_0371,2400,2399,0.4219530701783936,2228,121,787,273,786,261
hydraulic,evaluation,cycle_0371,1800,1799,0.4219530701783936,1221,2,308,300,316,295
hydraulic,holdout,cycle_0371,1800,1799,0.4219530701783936,1544,2,381,355,456,350
hydraulic,calibration,cycle_0372,2400,2399,0.4253784327890795,2241,62,789,263,798,329
hydraulic,evaluation,cycle_0372,1800,1799,0.4253784327890795,1461,5,380,353,370,353
hydraulic,holdout,cycle_0372,1800,1799,0.4253784327890795,1644,5,402,377,481,379
hydraulic,calibration,cycle_0373,2400,2399,0.426252679144906,2235,71,758,286,770,350
hydraulic,evaluation,cycle_0373,1800,1799,0.426252679144906,1332,1,335,344,322,330
hydraulic,holdout,cycle_0373,1800,1799,0.426252679144906,1643,2,380,392,474,395
hydraulic,calibration,cycle_0374,2400,2399,0.42590876156536556,2237,74,705,343,696,419
hydraulic,evaluation,cycle_0374,1800,1799,0.42590876156536556,1431,3,360,335,364,369
hydraulic,holdout,cycle_0374,1800,1799,0.42590876156536556,1620,1,385,397,472,365
hydraulic,calibration,cycle_0375,2400,2399,0.4256297427097808,2236,62,758,267,798,351
hydraulic,evaluation,cycle_0375,1800,1799,0.4256297427097808,1457,5,335,383,371,363
hydraulic,holdout,cycle_0375,1800,1799,0.4256297427097808,1650,1,419,359,487,384
hydraulic,calibration,cycle_0376,2400,2399,0.4262453630031235,2235,63,765,272,800,335
hydraulic,evaluation,cycle_0376,1800,1799,0.4262453630031235,1412,3,349,349,366,345
hydraulic,holdout,cycle_0376,1800,1799,0.4262453630031235,1595,4,378,382,451,380
hydraulic,calibration,cycle_0377,2400,2399,0.42641977119031094,2234,83,738,276,771,366
hydraulic,evaluation,cycle_0377,1800,1799,0.42641977119031094,1423,2,341,359,338,383
hydraulic,holdout,cycle_0377,1800,1799,0.42641977119031094,1561,3,375,377,446,360
hydraulic,calibration,cycle_0378,2400,2399,0.42654045440709637,2239,71,766,260,790,352
hydraulic,evaluation,cycle_0378,1800,1799,0.42654045440709637,1353,0,342,346,322,343
hydraulic,holdout,cycle_0378,1800,1799,0.42654045440709637,1534,1,399,339,467,328
hydraulic,calibration,cycle_0379,2400,2399,0.42670287060488815,2235,71,755,287,785,337
hydraulic,evaluation,cycle_0379,1800,1799,0.42670287060488815,1226,1,292,300,307,326
hydraulic,holdout,cycle_0379,1800,1799,0.42670287060488815,1520,2,367,350,442,359
hydraulic,calibration,cycle_0380,2400,2399,0.08335817461259823,2229,68,742,297,810,312
hydraulic,evaluation,cycle_0380,1800,1799,0.08335817461259823,1547,3,337,461,353,393
hydraulic,holdout,cycle_0380,1800,1799,0.08335817461259823,1773,1,468,376,496,432
hydraulic,calibration,cycle_0381,2400,2399,0.42704334645213027,2228,61,789,242,796,340
hydraulic,evaluation,cycle_0381,1800,1799,0.42704334645213027,1270,3,319,300,315,333
hydraulic,holdout,cycle_0381,1800,1799,0.42704334645213027,1549,2,369,347,463,368
hydraulic,calibration,cycle_0382,2400,2399,0.4266382102542964,2234,74,775,250,796,339
hydraulic,evaluation,cycle_0382,1800,1799,0.4266382102542964,1460,1,357,366,378,358
hydraulic,holdout,cycle_0382,1800,1799,0.4266382102542964,1624,1,397,354,483,389
hydraulic,calibration,cycle_0383,2400,2399,0.08506729748109146,2220,71,734,297,822,296
hydraulic,evaluation,cycle_0383,1800,1799,0.08506729748109146,1339,3,200,466,188,482
hydraulic,holdout,cycle_0383,1800,1799,0.08506729748109146,1126,2,375,168,400,181
hydraulic,calibration,cycle_0384,2400,2399,0.42532117280292825,2235,67,762,270,780,356
hydraulic,evaluation,cycle_0384,1800,1799,0.42532117280292825,1380,1,341,365,333,340
hydraulic,holdout,cycle_0384,1800,1799,0.42532117280292825,1612,2,405,382,480,343
hydraulic,calibration,cycle_0385,2400,2399,0.424964159902439,2231,74,787,247,796,327
hydraulic,evaluation,cycle_0385,1800,1799,0.424964159902439,1397,1,346,350,340,360
hydraulic,holdout,cycle_0385,1800,1799,0.424964159902439,1560,3,371,349,481,356
hydraulic,calibration,cycle_0386,2400,2399,0.4247827014031842,2231,76,771,254,787,343
hydraulic,evaluation,cycle_0386,1800,1799,0.4247827014031842,1497,1,360,379,381,376
hydraulic,holdout,cycle_0386,1800,1799,0.4247827014031842,1635,3,387,384,462,399
hydraulic,calibration,cycle_0387,2400,2399,0.08336868822521469,2218,71,714,293,820,320
hydraulic,evaluation,cycle_0387,1800,1799,0.08336868822521469,1422,6,214,489,215,498
hydraulic,holdout,cycle_0387,1800,1799,0.08336868822521469,1393,5,418,241,449,280
hydraulic,calibration,cycle_0388,2400,2399,0.42547295110305733,2229,69,772,269,797,322
hydraulic,evaluation,cycle_0388,1800,1799,0.42547295110305733,1346,2,305,342,349,348
hydraulic,holdout,cycle_0388,1800,1799,0.42547295110305733,1241,8,300,309,300,324
hydraulic,calibration,cycle_0389,2400,2399,0.083242484441284,2214,157,706,285,741,325
hydraulic,evaluation,cycle_0389,1800,1799,0.083242484441284,1554,5,259,509,254,527
hydraulic,holdout,cycle_0389,1800,1799,0.083242484441284,1647,7,479,331,491,339
hydraulic,calibration,cycle_0390,2400,2399,0.42432672045335235,2242,69,783,250,821,319
hydraulic,evaluation,cycle_0390,1800,1799,0.42432672045335235,1612,7,404,412,377,412
hydraulic,holdout,cycle_0390,1800,1799,0.42432672045335235,1666,5,386,404,453,418
hydraulic,calibration,cycle_0391,2400,2399,0.4255688943559801,2239,71,768,266,790,344
hydraulic,evaluation,cycle_0391,1800,1799,0.4255688943559801,1459,2,363,360,367,367
hydraulic,holdout,cycle_0391,1800,1799,0.4255688943559801,1605,1,394,375,474,361
hydraulic,calibration,cycle_0392,2400,2399,0.425560369325375,2235,64,800,258,798,315
hydraulic,evaluation,cycle_0392,1800,1799,0.425560369325375,1431,1,342,369,343,376
hydraulic,holdout,cycle_0392,1800,1799,0.425560369325375,1616,2,382,380,472,380
hydraulic,calibration,cycle_0393,2400,2399,0.08365936751118959,2210,87,716,271,818,318
hydraulic,evaluation,cycle_0393,1800,1799,0.08365936751118959,1350,4,198,465,213,470
hydraulic,holdout,cycle_0393,1800,1799,0.08365936751118959,1316,2,429,231,439,215
hydraulic,calibration,cycle_0394,2400,2399,0.426252039360889,2237,71,771,264,793,338
hydraulic,evaluation,cycle_0394,1800,1799,0.426252039360889,1335,2,347,320,346,320
hydraulic,holdout,cycle_0394,1800,1799,0.426252039360889,1579,4,399,366,457,353
hydraulic,calibration,cycle_0395,2400,2399,0.4263743445270479,2238,94,767,273,774,330
hydraulic,evaluation,cycle_0395,1800,1799,0.4263743445270479,1367,0,316,381,347,323
hydraulic,holdout,cycle_0395,1800,1799,0.4263743445270479,1352,5,333,353,320,341
hydraulic,calibration,cycle_0396,2400,2399,0.08011306322610567,2227,141,822,198,841,225
hydraulic,evaluation,cycle_0396,1800,1799,0.08011306322610567,1793,4,212,671,234,672
hydraulic,holdout,cycle_0396,1800,1799,0.08011306322610567,1761,2,481,369,493,416
hydraulic,calibration,cycle_0397,2400,2399,0.08022947969259824,2241,51,805,239,865,281
hydraulic,evaluation,cycle_0397,1800,1799,0.08022947969259824,1401,2,212,479,223,485
hydraulic,holdout,cycle_0397,1800,1799,0.08022947969259824,1368,1,458,196,499,214
hydraulic,calibration,cycle_0398,2400,2399,0.42264827866973675,2227,62,799,247,794,325
hydraulic,evaluation,cycle_0398,1800,1799,0.42264827866973675,1143,1,282,271,291,298
hydraulic,holdout,cycle_0398,1800,1799,0.42264827866973675,1425,2,337,332,425,329
hydraulic,calibration,cycle_0399,2400,2399,0.4237280832180034,2231,77,799,239,803,313
hydraulic,evaluation,cycle_0399,1800,1799,0.4237280832180034,1241,3,309,297,314,318
hydraulic,holdout,cycle_0399,1800,1799,0.4237280832180034,1524,4,385,343,463,329
hydraulic,calibration,cycle_0400,2400,2399,0.4263981766452684,2233,64,771,275,767,356
hydraulic,evaluation,cycle_0400,1800,1799,0.4263981766452684,1315,1,291,337,344,342
hydraulic,holdout,cycle_0400,1800,1799,0.4263981766452684,1592,1,388,380,464,359
hydraulic,calibration,cycle_0401,2400,2399,0.4264881572336738,2230,83,767,264,779,337
hydraulic,evaluation,cycle_0401,1800,1799,0.4264881572336738,1403,3,363,330,365,342
hydraulic,holdout,cycle_0401,1800,1799,0.4264881572336738,1628,2,408,380,478,360
hydraulic,calibration,cycle_0402,2400,2399,0.42587999092259904,2237,72,776,289,754,346
hydraulic,evaluation,cycle_0402,1800,1799,0.42587999092259904,1376,2,338,337,357,342
hydraulic,holdout,cycle_0402,1800,1799,0.42587999092259904,1613,2,391,386,469,365
hydraulic,calibration,cycle_0403,2400,2399,0.08363165124306485,2217,81,710,289,815,322
hydraulic,evaluation,cycle_0403,1800,1799,0.08363165124306485,1530,1,262,510,272,485
hydraulic,holdout,cycle_0403,1800,1799,0.08363165124306485,1720,3,504,354,515,344
hydraulic,calibration,cycle_0404,2400,2399,0.4258194448326015,2245,68,786,273,791,327
hydraulic,evaluation,cycle_0404,1800,1799,0.4258194448326015,1457,1,364,369,349,374
hydraulic,holdout,cycle_0404,1800,1799,0.4258194448326015,1574,1,398,360,460,355
hydraulic,calibration,cycle_0405,2400,2399,0.42691118704699843,2244,113,748,279,742,362
hydraulic,evaluation,cycle_0405,1800,1799,0.42691118704699843,1476,2,368,374,367,365
hydraulic,holdout,cycle_0405,1800,1799,0.42691118704699843,1608,1,405,366,474,362
hydraulic,calibration,cycle_0406,2400,2399,0.4258023154157759,2239,69,760,260,806,344
hydraulic,evaluation,cycle_0406,1800,1799,0.4258023154157759,1484,1,384,375,368,356
hydraulic,holdout,cycle_0406,1800,1799,0.4258023154157759,1611,3,399,357,482,370
hydraulic,calibration,cycle_0407,2400,2399,0.4264027333798761,2240,73,780,262,795,330
hydraulic,evaluation,cycle_0407,1800,1799,0.4264027333798761,1415,2,343,354,355,361
hydraulic,holdout,cycle_0407,1800,1799,0.4264027333798761,1574,1,388,362,449,374
hydraulic,calibration,cycle_0408,2400,2399,0.4265160219698325,2241,76,789,254,778,344
hydraulic,evaluation,cycle_0408,1800,1799,0.4265160219698325,1378,1,331,362,324,360
hydraulic,holdout,cycle_0408,1800,1799,0.4265160219698325,1594,3,410,352,461,368
hydraulic,calibration,cycle_0409,2400,2399,0.42669419513129997,2241,89,791,247,804,310
hydraulic,evaluation,cycle_0409,1800,1799,0.42669419513129997,1320,2,336,327,329,326
hydraulic,holdout,cycle_0409,1800,1799,0.42669419513129997,1520,1,367,354,432,366
hydraulic,calibration,cycle_0410,2400,2399,0.4267533856394474,2238,87,755,268,771,357
hydraulic,evaluation,cycle_0410,1800,1799,0.4267533856394474,1314,3,338,308,334,331
hydraulic,holdout,cycle_0410,1800,1799,0.4267533856394474,1581,2,384,375,461,359
hydraulic,calibration,cycle_0411,2400,2399,0.4260872520956563,2234,73,780,267,783,331
hydraulic,evaluation,cycle_0411,1800,1799,0.4260872520956563,1555,2,407,368,407,371
hydraulic,holdout,cycle_0411,1800,1799,0.4260872520956563,1668,2,397,416,454,399
hydraulic,calibration,cycle_0412,2400,2399,0.4262763431597791,2238,90,762,270,777,339
hydraulic,evaluation,cycle_0412,1800,1799,0.4262763431597791,1412,0,371,334,358,349
hydraulic,holdout,cycle_0412,1800,1799,0.4262763431597791,1617,1,390,374,483,369
hydraulic,calibration,cycle_0413,2400,2399,0.08277406134356659,2216,82,729,284,804,317
hydraulic,evaluation,cycle_0413,1800,1799,0.08277406134356659,1525,5,241,528,246,505
hydraulic,holdout,cycle_0413,1800,1799,0.08277406134356659,1581,3,486,279,503,310
hydraulic,calibration,cycle_0414,2400,2399,0.4270747209601498,2234,67,785,252,784,346
hydraulic,evaluation,cycle_0414,1800,1799,0.4270747209601498,1435,2,355,359,353,366
hydraulic,holdout,cycle_0414,1800,1799,0.4270747209601498,1590,7,385,363,470,365
hydraulic,calibration,cycle_0415,2400,2399,0.4276637343217747,2236,77,774,273,769,343
hydraulic,evaluation,cycle_0415,1800,1799,0.4276637343217747,1404,0,349,344,343,368
hydraulic,holdout,cycle_0415,1800,1799,0.4276637343217747,1572,0,384,366,463,359
hydraulic,calibration,cycle_0416,2400,2399,0.42710905471880084,2238,77,750,287,767,357
hydraulic,evaluation,cycle_0416,1800,1799,0.42710905471880084,1431,2,339,363,356,371
hydraulic,holdout,cycle_0416,1800,1799,0.42710905471880084,1634,0,412,371,475,376
hydraulic,calibration,cycle_0417,2400,2399,0.08304377250494323,2222,75,715,282,833,317
hydraulic,evaluation,cycle_0417,1800,1799,0.08304377250494323,1510,5,256,509,247,493
hydraulic,holdout,cycle_0417,1800,1799,0.08304377250494323,1591,2,484,302,501,302
hydraulic,calibration,cycle_0418,2400,2399,0.42660092917981635,2238,82,760,283,769,344
hydraulic,evaluation,cycle_0418,1800,1799,0.42660092917981635,1403,1,340,344,367,351
hydraulic,holdout,cycle_0418,1800,1799,0.42660092917981635,1555,1,379,363,442,370
hydraulic,calibration,cycle_0419,2400,2399,0.0831770046161449,2224,75,756,249,837,307
hydraulic,evaluation,cycle_0419,1800,1799,0.0831770046161449,1512,3,332,435,345,397
hydraulic,holdout,cycle_0419,1800,1799,0.0831770046161449,1771,4,495,356,488,428
hydraulic,calibration,cycle_0420,2400,2399,0.08288187885374416,2211,81,712,271,847,300
hydraulic,evaluation,cycle_0420,1800,1799,0.08288187885374416,1417,6,228,477,228,478
hydraulic,holdout,cycle_0420,1800,1799,0.08288187885374416,1503,3,482,269,488,261
hydraulic,calibration,cycle_0421,2400,2399,0.42699122779807525,2241,70,769,280,777,345
hydraulic,evaluation,cycle_0421,1800,1799,0.42699122779807525,1352,0,342,328,341,341
hydraulic,holdout,cycle_0421,1800,1799,0.42699122779807525,1611,1,378,392,460,380
hydraulic,calibration,cycle_0422,2400,2399,0.42670225626915115,2236,84,750,267,773,362
hydraulic,evaluation,cycle_0422,1800,1799,0.42670225626915115,1436,1,360,365,351,359
hydraulic,holdout,cycle_0422,1800,1799,0.42670225626915115,1579,3,381,366,467,362
hydraulic,calibration,cycle_0423,2400,2399,0.4267321133885775,2231,71,765,279,759,357
hydraulic,evaluation,cycle_0423,1800,1799,0.4267321133885775,1424,3,339,366,337,379
hydraulic,holdout,cycle_0423,1800,1799,0.4267321133885775,1569,3,366,383,435,382
hydraulic,calibration,cycle_0424,2400,2399,0.4265309375283464,2236,80,760,263,801,332
hydraulic,evaluation,cycle_0424,1800,1799,0.4265309375283464,1462,2,377,362,358,363
hydraulic,holdout,cycle_0424,1800,1799,0.4265309375283464,1615,1,387,392,457,378
hydraulic,calibration,cycle_0425,2400,2399,0.08369053358798687,2217,68,739,275,805,330
hydraulic,evaluation,cycle_0425,1800,1799,0.08369053358798687,1452,3,208,503,227,511
hydraulic,holdout,cycle_0425,1800,1799,0.08369053358798687,1431,3,473,260,460,235
hydraulic,calibration,cycle_0426,2400,2399,0.08408683356260968,2220,42,745,275,856,302
hydraulic,evaluation,cycle_0426,1800,1799,0.08408683356260968,1506,4,233,517,242,510
hydraulic,holdout,cycle_0426,1800,1799,0.08408683356260968,1524,4,483,268,492,277
hydraulic,calibration,cycle_0427,2400,2399,0.0838171347360317,2222,63,745,268,854,292
hydraulic,evaluation,cycle_0427,1800,1799,0.0838171347360317,1467,2,209,523,220,513
hydraulic,holdout,cycle_0427,1800,1799,0.0838171347360317,1498,5,448,292,460,293
hydraulic,calibration,cycle_0428,2400,2399,0.08408356948120874,2221,64,766,253,838,300
hydraulic,evaluation,cycle_0428,1800,1799,0.08408356948120874,1522,2,239,533,224,524
hydraulic,holdout,cycle_0428,1800,1799,0.08408356948120874,1478,7,466,257,487,261
hydraulic,calibration,cycle_0429,2400,2399,0.08382506236154454,2214,70,777,241,829,297
hydraulic,evaluation,cycle_0429,1800,1799,0.08382506236154454,1485,6,224,492,255,508
hydraulic,holdout,cycle_0429,1800,1799,0.08382506236154454,1537,6,479,280,496,276
hydraulic,calibration,cycle_0430,2400,2399,0.0840948482535295,2216,88,703,285,805,335
hydraulic,evaluation,cycle_0430,1800,1799,0.0840948482535295,1548,7,253,526,250,512
hydraulic,holdout,cycle_0430,1800,1799,0.0840948482535295,1473,9,452,264,479,269
hydraulic,calibration,cycle_0431,2400,2399,0.08393267504452528,2213,69,745,254,828,317
hydraulic,evaluation,cycle_0431,1800,1799,0.08393267504452528,1529,10,253,513,223,530
hydraulic,holdout,cycle_0431,1800,1799,0.08393267504452528,1557,6,499,262,497,293
hydraulic,calibration,cycle_0432,2400,2399,0.083526322558481,2215,65,751,259,868,272
hydraulic,evaluation,cycle_0432,1800,1799,0.083526322558481,1482,6,219,525,222,510
hydraulic,holdout,cycle_0432,1800,1799,0.083526322558481,1438,3,455,253,473,254
hydraulic,calibration,cycle_0433,2400,2399,0.08388087505103085,2228,72,752,261,831,312
hydraulic,evaluation,cycle_0433,1800,1799,0.08388087505103085,1540,8,237,521,248,526
hydraulic,holdout,cycle_0433,1800,1799,0.08388087505103085,1538,7,482,280,488,281
hydraulic,calibration,cycle_0434,2400,2399,0.08465532238631536,2223,76,754,274,816,303
hydraulic,evaluation,cycle_0434,1800,1799,0.08465532238631536,1329,2,202,471,208,446
hydraulic,holdout,cycle_0434,1800,1799,0.08465532238631536,1250,5,415,184,430,216
hydraulic,calibration,cycle_0435,2400,2399,0.0840592686614659,2208,67,742,269,832,298
hydraulic,evaluation,cycle_0435,1800,1799,0.0840592686614659,1424,5,208,506,215,490
hydraulic,holdout,cycle_0435,1800,1799,0.0840592686614659,1305,3,424,221,444,213
hydraulic,calibration,cycle_0436,2400,2399,0.08406433492635916,2219,54,762,256,831,316
hydraulic,evaluation,cycle_0436,1800,1799,0.08406433492635916,1515,8,280,493,248,486
hydraulic,holdout,cycle_0436,1800,1799,0.08406433492635916,1483,4,444,280,474,281
hydraulic,calibration,cycle_0437,2400,2399,0.08369015369676965,2216,61,723,272,842,318
hydraulic,evaluation,cycle_0437,1800,1799,0.08369015369676965,1470,4,223,502,228,513
hydraulic,holdout,cycle_0437,1800,1799,0.08369015369676965,1484,4,461,263,476,280
hydraulic,calibration,cycle_0438,2400,2399,0.08421931345625634,2216,58,779,229,867,283
hydraulic,evaluation,cycle_0438,1800,1799,0.08421931345625634,1509,6,252,500,256,495
hydraulic,holdout,cycle_0438,1800,1799,0.08421931345625634,1515,3,475,283,472,282
hydraulic,calibration,cycle_0439,2400,2399,0.08416861761728113,2210,80,724,265,823,318
hydraulic,evaluation,cycle_0439,1800,1799,0.08416861761728113,1416,3,231,474,225,483
hydraulic,holdout,cycle_0439,1800,1799,0.08416861761728113,1386,2,457,242,436,249
hydraulic,calibration,cycle_0440,2400,2399,0.08423689089268584,2211,55,701,303,801,351
hydraulic,evaluation,cycle_0440,1800,1799,0.08423689089268584,1463,1,225,505,245,487
hydraulic,holdout,cycle_0440,1800,1799,0.08423689089268584,1569,3,497,286,504,279
hydraulic,calibration,cycle_0441,2400,2399,0.0838379688375982,2215,67,745,254,833,316
hydraulic,evaluation,cycle_0441,1800,1799,0.0838379688375982,1434,5,237,467,259,466
hydraulic,holdout,cycle_0441,1800,1799,0.0838379688375982,1430,6,437,244,475,268
hydraulic,calibration,cycle_0442,2400,2399,0.08449549336201079,2208,58,761,236,879,274
hydraulic,evaluation,cycle_0442,1800,1799,0.08449549336201079,1349,5,199,462,217,466
hydraulic,holdout,cycle_0442,1800,1799,0.08449549336201079,1287,3,418,220,435,211
hydraulic,calibration,cycle_0443,2400,2399,0.08466323697129027,2208,59,709,313,765,362
hydraulic,evaluation,cycle_0443,1800,1799,0.08466323697129027,1465,1,207,482,258,517
hydraulic,holdout,cycle_0443,1800,1799,0.08466323697129027,1348,4,424,240,438,242
hydraulic,calibration,cycle_0444,2400,2399,0.08443569763197181,2215,77,707,297,813,321
hydraulic,evaluation,cycle_0444,1800,1799,0.08443569763197181,1491,5,250,498,250,488
hydraulic,holdout,cycle_0444,1800,1799,0.08443569763197181,1402,3,429,271,438,261
hydraulic,calibration,cycle_0445,2400,2399,0.0847443906998574,2208,65,743,258,830,312
hydraulic,evaluation,cycle_0445,1800,1799,0.0847443906998574,1350,7,215,461,215,452
hydraulic,holdout,cycle_0445,1800,1799,0.0847443906998574,1204,2,397,191,415,199
hydraulic,calibration,cycle_0446,2400,2399,0.08450077869262047,2216,73,742,268,850,283
hydraulic,evaluation,cycle_0446,1800,1799,0.08450077869262047,1398,5,206,472,212,503
hydraulic,holdout,cycle_0446,1800,1799,0.08450077869262047,1296,5,423,206,421,241
hydraulic,calibration,cycle_0447,2400,2399,0.08463178444600418,2216,69,715,285,815,332
hydraulic,evaluation,cycle_0447,1800,1799,0.08463178444600418,1309,0,188,467,181,473
hydraulic,holdout,cycle_0447,1800,1799,0.08463178444600418,1234,2,383,217,417,215
hydraulic,calibration,cycle_0448,2400,2399,0.08500828314353447,2215,73,721,268,829,324
hydraulic,evaluation,cycle_0448,1800,1799,0.08500828314353447,1301,7,185,468,194,447
hydraulic,holdout,cycle_0448,1800,1799,0.08500828314353447,1134,2,378,179,395,180
hydraulic,calibration,cycle_0449,2400,2399,0.08428121751863249,2216,64,762,266,839,285
hydraulic,evaluation,cycle_0449,1800,1799,0.08428121751863249,1517,5,214,530,234,534
hydraulic,holdout,cycle_0449,1800,1799,0.08428121751863249,1332,3,412,242,419,256
hydraulic,calibration,cycle_0450,2400,2399,0.08519078825674302,2214,72,745,256,841,300
hydraulic,evaluation,cycle_0450,1800,1799,0.08519078825674302,1334,4,206,448,217,459
hydraulic,holdout,cycle_0450,1800,1799,0.08519078825674302,1252,5,401,208,420,218
hydraulic,calibration,cycle_0451,2400,2399,0.08420280998637153,2212,69,747,268,833,295
hydraulic,evaluation,cycle_0451,1800,1799,0.08420280998637153,1521,7,244,525,226,519
hydraulic,holdout,cycle_0451,1800,1799,0.08420280998637153,1395,5,428,256,457,249
hydraulic,calibration,cycle_0452,2400,2399,0.08460152715554045,2220,56,755,249,863,297
hydraulic,evaluation,cycle_0452,1800,1799,0.08460152715554045,1362,6,206,457,215,478
hydraulic,holdout,cycle_0452,1800,1799,0.08460152715554045,1322,0,417,223,434,248
hydraulic,calibration,cycle_0453,2400,2399,0.08443980531394742,2220,72,680,324,796,348
hydraulic,evaluation,cycle_0453,1800,1799,0.08443980531394742,1475,6,231,471,261,506
hydraulic,holdout,cycle_0453,1800,1799,0.08443980531394742,1442,2,450,261,459,270
hydraulic,calibration,cycle_0454,2400,2399,0.08455788481169592,2223,74,743,285,812,309
hydraulic,evaluation,cycle_0454,1800,1799,0.08455788481169592,1524,4,247,506,255,512
hydraulic,holdout,cycle_0454,1800,1799,0.08455788481169592,1586,7,474,292,503,310
hydraulic,calibration,cycle_0455,2400,2399,0.08454759272689123,2204,64,724,247,855,314
hydraulic,evaluation,cycle_0455,1800,1799,0.08454759272689123,1509,0,216,531,210,552
hydraulic,holdout,cycle_0455,1800,1799,0.08454759272689123,1470,3,456,278,450,283
hydraulic,calibration,cycle_0456,2400,2399,0.08452575010423109,2218,80,740,260,834,304
hydraulic,evaluation,cycle_0456,1800,1799,0.08452575010423109,1384,5,210,472,222,475
hydraulic,holdout,cycle_0456,1800,1799,0.08452575010423109,1409,2,432,263,451,261
hydraulic,calibration,cycle_0457,2400,2399,0.08470520452364903,2217,69,751,265,832,300
hydraulic,evaluation,cycle_0457,1800,1799,0.08470520452364903,1420,7,229,481,230,473
hydraulic,holdout,cycle_0457,1800,1799,0.08470520452364903,1466,8,428,268,458,304
hydraulic,calibration,cycle_0458,2400,2399,0.08494346183074922,2221,64,764,246,839,308
hydraulic,evaluation,cycle_0458,1800,1799,0.08494346183074922,1454,3,241,479,246,485
hydraulic,holdout,cycle_0458,1800,1799,0.08494346183074922,1398,4,409,284,413,288
hydraulic,calibration,cycle_0459,2400,2399,0.08513368876682265,2212,59,752,280,825,296
hydraulic,evaluation,cycle_0459,1800,1799,0.08513368876682265,1432,8,222,476,241,485
hydraulic,holdout,cycle_0459,1800,1799,0.08513368876682265,1298,6,435,212,432,213
hydraulic,calibration,cycle_0460,2400,2399,0.08450689575831656,2214,65,731,258,834,326
hydraulic,evaluation,cycle_0460,1800,1799,0.08450689575831656,1420,7,230,482,218,483
hydraulic,holdout,cycle_0460,1800,1799,0.08450689575831656,1363,3,418,259,440,243
hydraulic,calibration,cycle_0461,2400,2399,0.08484949757967214,2217,70,716,305,799,327
hydraulic,evaluation,cycle_0461,1800,1799,0.08484949757967214,1411,3,249,465,222,472
hydraulic,holdout,cycle_0461,1800,1799,0.08484949757967214,1328,4,369,277,380,298
hydraulic,calibration,cycle_0462,2400,2399,0.08451413409868248,2214,69,759,229,864,293
hydraulic,evaluation,cycle_0462,1800,1799,0.08451413409868248,1419,5,206,463,255,490
hydraulic,holdout,cycle_0462,1800,1799,0.08451413409868248,1311,5,414,223,426,243
hydraulic,calibration,cycle_0463,2400,2399,0.42561252242475944,2227,57,783,274,768,345
hydraulic,evaluation,cycle_0463,1800,1799,0.42561252242475944,1548,0,375,393,385,395
hydraulic,holdout,cycle_0463,1800,1799,0.42561252242475944,1320,1,309,346,317,347
hydraulic,calibration,cycle_0464,2400,2399,0.08099817934268834,2211,77,818,244,808,264
hydraulic,evaluation,cycle_0464,1800,1799,0.08099817934268834,1631,3,261,541,287,539
hydraulic,holdout,cycle_0464,1800,1799,0.08099817934268834,1753,7,489,369,513,375
hydraulic,calibration,cycle_0465,2400,2399,0.08133267069491129,2220,73,703,296,819,329
hydraulic,evaluation,cycle_0465,1800,1799,0.08133267069491129,1507,2,250,480,261,514
hydraulic,holdout,cycle_0465,1800,1799,0.08133267069491129,1541,2,440,306,472,321
hydraulic,calibration,cycle_0466,2400,2399,0.08104046382235794,2216,62,762,249,839,304
hydraulic,evaluation,cycle_0466,1800,1799,0.08104046382235794,1536,11,247,507,258,513
hydraulic,holdout,cycle_0466,1800,1799,0.08104046382235794,1507,4,438,284,455,326
hydraulic,calibration,cycle_0467,2400,2399,0.08103218455293877,2212,50,748,257,824,333
hydraulic,evaluation,cycle_0467,1800,1799,0.08103218455293877,1553,5,236,526,251,535
hydraulic,holdout,cycle_0467,1800,1799,0.08103218455293877,1615,5,447,319,498,346
hydraulic,calibration,cycle_0468,2400,2399,0.08144817941803385,2214,78,741,261,840,294
hydraulic,evaluation,cycle_0468,1800,1799,0.08144817941803385,1446,4,234,475,268,465
hydraulic,holdout,cycle_0468,1800,1799,0.08144817941803385,1556,4,378,364,423,387
hydraulic,calibration,cycle_0469,2400,2399,0.4195568829848227,2240,65,822,238,819,296
hydraulic,evaluation,cycle_0469,1800,1799,0.4195568829848227,1398,1,346,353,339,359
hydraulic,holdout,cycle_0469,1800,1799,0.4195568829848227,1553,2,407,345,469,330
hydraulic,calibration,cycle_0470,2400,2399,0.08186790778082449,2215,73,750,268,827,297
hydraulic,evaluation,cycle_0470,1800,1799,0.08186790778082449,1461,4,234,490,234,499
hydraulic,holdout,cycle_0470,1800,1799,0.08186790778082449,1453,9,431,271,443,299
hydraulic,calibration,cycle_0471,2400,2399,0.08416064256123959,2217,50,728,297,806,336
hydraulic,evaluation,cycle_0471,1800,1799,0.08416064256123959,1408,1,224,478,232,473
hydraulic,holdout,cycle_0471,1800,1799,0.08416064256123959,1326,1,357,289,376,303
hydraulic,calibration,cycle_0472,2400,2399,0.08387814776754125,2215,56,753,287,808,311
hydraulic,evaluation,cycle_0472,1800,1799,0.08387814776754125,1461,2,250,482,257,470
hydraulic,holdout,cycle_0472,1800,1799,0.08387814776754125,1332,3,399,246,429,255
hydraulic,calibration,cycle_0473,2400,2399,0.08469074165040133,2206,66,746,269,810,315
