anchor,event_index,gate,old_candidate,old_delta,new_candidate,new_delta,candidate_shift,lower_child_after_gate,lower_delta_after_gate,upper_child_after_gate,gates_crossed_this_event,silent_gates_before_event,processed_nonbase_gate_count,cohort
4000203031,5,38593,4000203043,12,4000203047,16,4,4000203013,18,4000203047,4050,4049,4063,sample
4000203207,1,19,4000203209,2,4000203211,4,2,4000203203,4,4000203211,6,5,6,sample
4000203207,2,1153,4000203211,4,4000203223,16,12,4000203197,10,4000203223,183,182,189,sample
4000203484,1,5,4000203485,1,4000203491,7,6,4000203481,3,4000203491,2,1,2,sample
4000203484,2,421,4000203491,7,4000203497,13,6,4000203469,15,4000203497,78,77,80,sample
4000203484,3,839,4000203497,13,4000203521,37,24,4000203469,15,4000203521,64,63,144,sample
4000203484,4,1291,4000203521,37,4000203541,57,20,4000203469,15,4000203541,64,63,208,sample
4000203484,5,2791,4000203541,57,4000203569,85,28,4000203469,15,4000203569,196,195,404,sample
4000203484,6,3061,4000203569,85,4000203583,99,14,4000203469,15,4000203583,32,31,436,sample
4000203484,7,10091,4000203583,99,4000203587,103,4,4000203469,15,4000203587,800,799,1236,sample
4000203542,1,5,4000203545,3,4000203547,5,2,4000203541,1,4000203547,2,1,2,sample
4000203542,2,17,4000203547,5,4000203551,9,4,4000203541,1,4000203551,3,2,5,sample
4000203542,3,19,4000203551,9,4000203553,11,2,4000203541,1,4000203553,1,0,6,sample
4000203542,4,307,4000203553,11,4000203563,21,10,4000203541,1,4000203563,55,54,61,sample
4000203542,5,2111,4000203563,21,4000203569,27,6,4000203541,1,4000203569,255,254,316,sample
4000203542,6,3061,4000203569,27,4000203583,41,14,4000203469,73,4000203583,120,119,436,sample
4000203542,7,10091,4000203583,41,4000203587,45,4,4000203469,73,4000203587,800,799,1236,sample
4000203720,1,2141,4000203721,1,4000203731,11,10,4000203719,1,4000203731,321,320,321,sample
4000203720,2,23371,4000203731,11,4000203749,29,18,4000203719,1,4000203749,2283,2282,2604,sample
4000204584,1,5,4000204585,1,4000204589,5,4,4000204583,1,4000204589,2,1,2,sample
4000205141,1,11,4000205143,2,4000205147,6,4,4000205141,0,4000205147,3,2,3,sample
4000205141,2,19,4000205147,6,4000205149,8,2,4000205141,0,4000205149,3,2,6,sample
4000205141,3,23,4000205149,8,4000205159,18,10,4000205141,0,4000205159,1,0,7,sample
4000205141,4,20641,4000205159,18,4000205171,30,12,4000205141,0,4000205171,2318,2317,2325,sample
4000205650,1,13,4000205651,1,4000205653,3,2,4000205647,3,4000205653,4,3,4,sample
4000205650,2,1627,4000205653,3,4000205707,57,54,4000205633,17,4000205707,252,251,256,sample
4000205650,3,4903,4000205707,57,4000205711,61,4,4000205633,17,4000205711,397,396,653,sample
4000206008,1,3,4000206009,1,4000206011,3,2,4000206005,3,4000206011,1,0,1,sample
4000206008,2,641,4000206011,3,4000206013,5,2,4000205987,21,4000206013,113,112,114,sample
4000206198,1,11,4000206199,1,4000206209,11,10,4000206197,1,4000206209,3,2,3,sample
4000206396,1,11,4000206397,1,4000206401,5,4,4000206391,5,4000206401,3,2,3,sample
4000206396,2,19,4000206401,5,4000206407,11,6,4000206391,5,4000206407,3,2,6,sample
4000206396,3,811,4000206407,11,4000206409,13,2,4000206389,7,4000206409,133,132,139,sample
4000206396,4,48197,4000206409,13,4000206461,65,52,4000206389,7,4000206461,4822,4821,4961,sample
4000206396,5,57649,4000206461,65,4000206467,71,6,4000206389,7,4000206467,876,875,5837,sample
4000208744,1,3,4000208745,1,4000208747,3,2,4000208743,1,4000208747,1,0,1,sample
4000208744,2,41,4000208747,3,4000208753,9,6,4000208743,1,4000208753,10,9,11,sample
4000208744,3,6301,4000208753,9,4000208759,15,6,4000208741,3,4000208759,807,806,818,sample
4000208744,4,59581,4000208759,15,4000208777,33,18,4000208741,3,4000208777,5203,5202,6021,sample
4000209536,1,3,4000209537,1,4000209539,3,2,4000209533,3,4000209539,1,0,1,sample
4000209536,2,3389,4000209539,3,4000209541,5,2,4000209523,13,4000209541,474,473,475,sample
4000209536,3,30259,4000209541,5,4000209557,21,16,4000209523,13,4000209557,2795,2794,3270,sample
4000209789,1,10993,4000209791,2,4000209797,8,6,4000209781,8,4000209797,1333,1332,1333,sample
4000209805,1,3,4000209807,2,4000209809,4,2,4000209805,0,4000209809,1,0,1,sample
4000209805,2,47,4000209809,4,4000209817,12,8,4000209799,6,4000209817,12,11,13,sample
4000209805,3,83,4000209817,12,4000209827,22,10,4000209799,6,4000209827,8,7,21,sample
4000210180,1,11,4000210181,1,4000210183,3,2,4000210177,3,4000210183,3,2,3,sample
4000210180,2,2777,4000210183,3,4000210187,7,4,4000210171,9,4000210187,399,398,402,sample
4000210658,1,3,4000210659,1,4000210661,3,2,4000210657,1,4000210661,1,0,1,sample
4000211214,1,3,4000211217,3,4000211219,5,2,4000211213,1,4000211219,1,0,1,sample
4000211214,2,47,4000211219,5,4000211233,19,14,4000211213,1,4000211233,12,11,13,sample
4000212383,1,5,4000212385,2,4000212389,6,4,4000212383,0,4000212389,2,1,2,sample
4000212383,2,50539,4000212389,6,4000212397,14,8,4000212383,0,4000212397,5179,5178,5181,sample
4000213233,1,5,4000213235,2,4000213237,4,2,4000213229,4,4000213237,2,1,2,sample
4000213233,2,17,4000213237,4,4000213241,8,4,4000213229,4,4000213241,3,2,5,sample
4000213233,3,19,4000213241,8,4000213247,14,6,4000213229,4,4000213247,1,0,6,sample
4000213233,4,31,4000213247,14,4000213249,16,2,4000213229,4,4000213249,3,2,9,sample
4000213233,5,131,4000213249,16,4000213253,20,4,4000213229,4,4000213253,21,20,30,sample
4000213233,6,337,4000213253,20,4000213267,34,14,4000213229,4,4000213267,36,35,66,sample
4000214906,1,3,4000214907,1,4000214909,3,2,4000214905,1,4000214909,1,0,1,sample
4000214906,2,53,4000214909,3,4000214917,11,8,4000214899,7,4000214917,13,12,14,sample
4000214906,3,52901,4000214917,11,4000214941,35,24,4000214891,15,4000214941,5382,5381,5396,sample
4000215062,1,3,4000215063,1,4000215067,5,4,4000215061,1,4000215067,1,0,1,sample
4000215062,2,1657,4000215067,5,4000215071,9,4,4000215059,3,4000215071,257,256,258,sample
4000215393,1,5,4000215395,2,4000215397,4,2,4000215391,2,4000215397,2,1,2,sample
4000215393,2,26597,4000215397,4,4000215421,28,24,4000215391,2,4000215421,2914,2913,2916,sample
4000215393,3,44971,4000215421,28,4000215467,74,46,4000215391,2,4000215467,1755,1754,4671,sample
4000215991,1,3,4000215993,2,4000215995,4,2,4000215991,0,4000215995,1,0,1,sample
4000215991,2,5,4000215995,4,4000215997,6,2,4000215991,0,4000215997,1,0,2,sample
4000215991,3,43,4000215997,6,4000216001,10,4,4000215983,8,4000216001,10,9,12,sample
4000215991,4,277,4000216001,10,4000216027,36,26,4000215979,12,4000216027,45,44,57,sample
4000215991,5,43399,4000216027,36,4000216057,66,30,4000215943,48,4000216057,4466,4465,4523,sample
4000216708,1,67,4000216709,1,4000216721,13,12,4000216691,17,4000216721,17,16,17,sample
4000216708,2,107,4000216721,13,4000216723,15,2,4000216691,17,4000216723,9,8,26,sample
4000216708,3,45863,4000216723,15,4000216733,25,10,4000216687,21,4000216733,4723,4722,4749,sample
4000218139,1,3,4000218141,2,4000218143,4,2,4000218139,0,4000218143,1,0,1,sample
4000218139,2,19,4000218143,4,4000218149,10,6,4000218139,0,4000218149,5,4,6,sample
4000218256,1,23,4000218259,3,4000218263,7,4,4000218253,3,4000218263,7,6,7,sample
4000218256,2,271,4000218263,7,4000218281,25,18,4000218253,3,4000218281,49,48,56,sample
4000218412,1,709,4000218413,1,4000218421,9,8,4000218403,9,4000218421,125,124,125,sample
4000218936,1,11,4000218937,1,4000218941,5,4,4000218931,5,4000218941,3,2,3,sample
4000218936,2,19,4000218941,5,4000218947,11,6,4000218931,5,4000218947,3,2,6,sample
4000218936,3,83,4000218947,11,4000218953,17,6,4000218931,5,4000218953,15,14,21,sample
4000218936,4,1553,4000218953,17,4000218961,25,8,4000218923,13,4000218961,222,221,243,sample
4000220338,1,197,4000220339,1,4000220351,13,12,4000220333,5,4000220351,43,42,43,sample
4000220338,2,2423,4000220351,13,4000220369,31,18,4000220333,5,4000220369,315,314,358,sample
4000220434,1,5,4000220435,1,4000220437,3,2,4000220431,3,4000220437,2,1,2,sample
4000220434,2,2389,4000220437,3,4000220447,13,10,4000220429,5,4000220447,351,350,353,sample
4000220723,1,5,4000220725,2,4000220729,6,4,4000220723,0,4000220729,2,1,2,sample
4000220723,2,61,4000220729,6,4000220737,14,8,4000220723,0,4000220737,14,13,16,sample
4000220918,1,3,4000220919,1,4000220921,3,2,4000220915,3,4000220921,1,0,1,sample
4000220918,2,17,4000220921,3,4000220923,5,2,4000220911,7,4000220923,4,3,5,sample
4000220918,3,37,4000220923,5,4000220929,11,6,4000220911,7,4000220929,5,4,10,sample
4000221083,1,3,4000221087,4,4000221089,6,2,4000221083,0,4000221089,1,0,1,sample
4000221083,2,47,4000221089,6,4000221097,14,8,4000221083,0,4000221097,12,11,13,sample
4000221322,1,5,4000221325,3,4000221329,7,4,4000221319,3,4000221329,2,1,2,sample
4000221322,2,13,4000221329,7,4000221331,9,2,4000221319,3,4000221331,2,1,4,sample
4000221369,1,47,4000221371,2,4000221377,8,6,4000221361,8,4000221377,13,12,13,sample
4000221651,1,47,4000221653,2,4000221661,10,8,4000221649,2,4000221661,13,12,13,sample
4000221651,2,73,4000221661,10,4000221671,20,10,4000221649,2,4000221671,6,5,19,sample
4000221651,3,22193,4000221671,20,4000221689,38,18,4000221649,2,4000221689,2468,2467,2487,sample
4000222264,1,5,4000222265,1,4000222267,3,2,4000222259,5,4000222267,2,1,2,sample
4000222264,2,83,4000222267,3,4000222273,9,6,4000222253,11,4000222273,19,18,21,sample
4000222264,3,4079,4000222273,9,4000222279,15,6,4000222253,11,4000222279,539,538,560,sample
4000222294,1,5,4000222295,1,4000222297,3,2,4000222291,3,4000222297,2,1,2,sample
4000222742,1,3,4000222743,1,4000222745,3,2,4000222741,1,4000222745,1,0,1,sample
4000222742,2,5,4000222745,3,4000222747,5,2,4000222741,1,4000222747,1,0,2,sample
4000222742,3,89,4000222747,5,4000222763,21,16,4000222729,13,4000222763,20,19,22,sample
4000222742,4,27631,4000222763,21,4000222771,29,8,4000222729,13,4000222771,2991,2990,3013,sample
4000223524,1,5,4000223525,1,4000223527,3,2,4000223519,5,4000223527,2,1,2,sample
4000223524,2,19001,4000223527,3,4000223537,13,10,4000223519,5,4000223537,2155,2154,2157,sample
4000223709,1,11,4000223711,2,4000223713,4,2,4000223707,2,4000223713,3,2,3,sample
4000224199,1,3,4000224201,2,4000224203,4,2,4000224199,0,4000224203,1,0,1,sample
4000224398,1,3,4000224399,1,4000224401,3,2,4000224397,1,4000224401,1,0,1,sample
4000224398,2,37,4000224401,3,4000224409,11,8,4000224391,7,4000224409,9,8,10,sample
4000224398,3,41,4000224409,11,4000224419,21,10,4000224391,7,4000224419,1,0,11,sample
4000224398,4,71,4000224419,21,4000224421,23,2,4000224391,7,4000224421,7,6,18,sample
4000224542,1,5,4000224545,3,4000224547,5,2,4000224541,1,4000224547,2,1,2,sample
4000224542,2,11,4000224547,5,4000224551,9,4,4000224541,1,4000224551,1,0,3,sample
4000224707,1,13,4000224709,2,4000224713,6,4,4000224707,0,4000224713,4,3,4,sample
4000225163,1,5,4000225165,2,4000225169,6,4,4000225163,0,4000225169,2,1,2,sample
4000225220,1,3,4000225221,1,4000225223,3,2,4000225219,1,4000225223,1,0,1,sample
4000228319,1,101,4000228321,2,4000228339,20,18,4000228319,0,4000228339,24,23,24,sample
4000228319,2,137,4000228339,20,4000228343,24,4,4000228319,0,4000228343,7,6,31,sample
4000228319,3,17231,4000228343,24,4000228357,38,14,4000228307,12,4000228357,1951,1950,1982,sample
4000228959,1,73,4000228961,2,4000228987,28,26,4000228957,2,4000228987,19,18,19,sample
4000229295,1,277,4000229297,2,4000229309,14,12,4000229293,2,4000229309,57,56,57,sample
4000229295,2,443,4000229309,14,4000229339,44,30,4000229293,2,4000229339,27,26,84,sample
4000229822,1,3,4000229823,1,4000229825,3,2,4000229819,3,4000229825,1,0,1,sample
4000229822,2,5,4000229825,3,4000229827,5,2,4000229819,3,4000229827,1,0,2,sample
4000229822,3,11,4000229827,5,4000229831,9,4,4000229819,3,4000229831,1,0,3,sample
4000229822,4,13,4000229831,9,4000229833,11,2,4000229819,3,4000229833,1,0,4,sample
4000229889,1,11,4000229893,4,4000229897,8,4,4000229887,2,4000229897,3,2,3,sample
4000229889,2,17,4000229897,8,4000229899,10,2,4000229887,2,4000229899,2,1,5,sample
4000229889,3,439,4000229899,10,4000229911,22,12,4000229881,8,4000229911,78,77,83,sample
4000230865,1,3,4000230867,2,4000230869,4,2,4000230865,0,4000230869,1,0,1,sample
4000231383,1,5,4000231385,2,4000231387,4,2,4000231381,2,4000231387,2,1,2,sample
4000231383,2,739,4000231387,4,4000231399,16,12,4000231381,2,4000231399,127,126,129,sample
4000231470,1,257,4000231471,1,4000231483,13,12,4000231463,7,4000231483,53,52,53,sample
4000232116,1,13,4000232119,3,4000232123,7,4,4000232113,3,4000232123,4,3,4,sample
4000232116,2,487,4000232123,7,4000232143,27,20,4000232101,15,4000232143,87,86,91,sample
4000232116,3,13291,4000232143,27,4000232149,33,6,4000232099,17,4000232149,1485,1484,1576,sample
4000232504,1,3,4000232505,1,4000232507,3,2,4000232503,1,4000232507,1,0,1,sample
4000232504,2,19,4000232507,3,4000232513,9,6,4000232503,1,4000232513,5,4,6,sample
4000232504,3,71,4000232513,9,4000232531,27,18,4000232503,1,4000232531,12,11,18,sample
4000232504,4,359,4000232531,27,4000232539,35,8,4000232503,1,4000232539,52,51,70,sample
4000233399,1,109,4000233401,2,4000233409,10,8,4000233383,16,4000233409,27,26,27,sample
4000234218,1,29,4000234219,1,4000234223,5,4,4000234213,5,4000234223,8,7,8,sample
4000234761,1,5,4000234765,4,4000234769,8,4,4000234759,2,4000234769,2,1,2,sample
4000234761,2,701,4000234769,8,4000234783,22,14,4000234753,8,4000234783,122,121,124,sample
4000234924,1,5,4000234925,1,4000234927,3,2,4000234921,3,4000234927,2,1,2,sample
4000234924,2,13,4000234927,3,4000234933,9,6,4000234921,3,4000234933,2,1,4,sample
4000234924,3,67,4000234933,9,4000234937,13,4,4000234921,3,4000234937,13,12,17,sample
4000235961,1,3881,4000235963,2,4000235977,16,14,4000235957,4,4000235977,536,535,536,sample
4000238257,1,3,4000238259,2,4000238261,4,2,4000238257,0,4000238261,1,0,1,sample
4000238257,2,17,4000238261,4,4000238267,10,6,4000238257,0,4000238267,4,3,5,sample
4000238257,3,41,4000238267,10,4000238273,16,6,4000238257,0,4000238273,6,5,11,sample
4000238866,1,23,4000238867,1,4000238881,15,14,4000238863,3,4000238881,7,6,7,sample
4000238866,2,59,4000238881,15,4000238887,21,6,4000238863,3,4000238887,8,7,15,sample
4000239061,1,3,4000239063,2,4000239065,4,2,4000239059,2,4000239065,1,0,1,sample
4000239061,2,5,4000239065,4,4000239067,6,2,4000239059,2,4000239067,1,0,2,sample
4000239061,3,11,4000239067,6,4000239071,10,4,4000239059,2,4000239071,1,0,3,sample
4000239061,4,7307,4000239071,10,4000239073,12,2,4000239059,2,4000239073,926,925,929,sample
4000239457,1,3,4000239459,2,4000239461,4,2,4000239457,0,4000239461,1,0,1,sample
4000239457,2,19,4000239461,4,4000239469,12,8,4000239457,0,4000239469,5,4,6,sample
4000239457,3,4583,4000239469,12,4000239487,30,18,4000239443,14,4000239487,612,611,618,sample
4000240472,1,3,4000240473,1,4000240477,5,4,4000240471,1,4000240477,1,0,1,sample
4000240472,2,23,4000240477,5,4000240481,9,4,4000240469,3,4000240481,6,5,7,sample
4000240472,3,41,4000240481,9,4000240493,21,12,4000240469,3,4000240493,4,3,11,sample
4000240472,4,61,4000240493,21,4000240499,27,6,4000240469,3,4000240499,5,4,16,sample
4000240723,1,3,4000240725,2,4000240729,6,4,4000240723,0,4000240729,1,0,1,sample
4000242703,1,3,4000242705,2,4000242707,4,2,4000242703,0,4000242707,1,0,1,sample
4000242703,2,509,4000242707,4,4000242713,10,6,4000242703,0,4000242713,94,93,95,sample
4000242811,1,5,4000242815,4,4000242817,6,2,4000242811,0,4000242817,2,1,2,sample
4000242811,2,17,4000242817,6,4000242821,10,4,4000242811,0,4000242821,3,2,5,sample
4000242811,3,31,4000242821,10,4000242833,22,12,4000242811,0,4000242833,4,3,9,sample
4000242811,4,41687,4000242833,22,4000242853,42,20,4000242781,30,4000242853,4351,4350,4360,sample
4000244031,1,43,4000244033,2,4000244047,16,14,4000244029,2,4000244047,12,11,12,sample
4000244148,1,11,4000244149,1,4000244153,5,4,4000244147,1,4000244153,3,2,3,sample
4000244148,2,61,4000244153,5,4000244161,13,8,4000244147,1,4000244161,13,12,16,sample
4000244148,3,2833,4000244161,13,4000244189,41,28,4000244141,7,4000244189,393,392,409,sample
4000244806,1,13,4000244807,1,4000244813,7,6,4000244803,3,4000244813,4,3,4,sample
4000244806,2,881,4000244813,7,4000244837,31,24,4000244803,3,4000244837,146,145,150,sample
4000244806,3,47497,4000244837,31,4000244863,57,26,4000244797,9,4000244863,4743,4742,4893,sample
4000244806,4,61511,4000244863,57,4000244881,75,18,4000244797,9,4000244881,1293,1292,6186,sample
4000245028,1,11,4000245029,1,4000245031,3,2,4000245023,5,4000245031,3,2,3,sample
4000245028,2,23,4000245031,3,4000245037,9,6,4000245023,5,4000245037,4,3,7,sample
4000245028,3,26713,4000245037,9,4000245043,15,6,4000245023,5,4000245043,2922,2921,2929,sample
4000246141,1,3,4000246143,2,4000246147,6,4,4000246141,0,4000246147,1,0,1,sample
4000246141,2,97,4000246147,6,4000246153,12,6,4000246141,0,4000246153,22,21,23,sample
4000248680,1,3,4000248681,1,4000248683,3,2,4000248677,3,4000248683,1,0,1,sample
4000248680,2,4937,4000248683,3,4000248709,29,26,4000248653,27,4000248709,657,656,658,sample
4000249098,1,3,4000249101,3,4000249103,5,2,4000249097,1,4000249103,1,0,1,sample
4000249423,1,3,4000249425,2,4000249427,4,2,4000249423,0,4000249427,1,0,1,sample
4000249423,2,2423,4000249427,4,4000249439,16,12,4000249423,0,4000249439,357,356,358,sample
4000249780,1,11,4000249781,1,4000249783,3,2,4000249777,3,4000249783,3,2,3,sample
4000249780,2,37,4000249783,3,4000249789,9,6,4000249777,3,4000249789,7,6,10,sample
4000249780,3,557,4000249789,9,4000249793,13,4,4000249777,3,4000249793,90,89,100,sample
4000251459,1,127,4000251461,2,4000251467,8,6,4000251457,2,4000251467,29,28,29,sample
4000251562,1,5,4000251565,3,4000251569,7,4,4000251559,3,4000251569,2,1,2,sample
4000251562,2,8713,4000251569,7,4000251571,9,2,4000251539,23,4000251571,1082,1081,1084,sample
4000251562,3,11411,4000251571,9,4000251599,37,28,4000251539,23,4000251599,291,290,1375,sample
4000251750,1,13241,4000251751,1,4000251767,17,16,4000251727,23,4000251767,1572,1571,1572,sample
4000251833,1,5,4000251835,2,4000251839,6,4,4000251833,0,4000251839,2,1,2,sample
4000251833,2,23,4000251839,6,4000251841,8,2,4000251833,0,4000251841,5,4,7,sample
4000251888,1,9007,4000251889,1,4000251907,19,18,4000251877,11,4000251907,1117,1116,1117,sample
4000252633,1,3,4000252635,2,4000252637,4,2,4000252633,0,4000252637,1,0,1,sample
4000252633,2,5851,4000252637,4,4000252661,28,24,4000252603,30,4000252661,766,765,767,sample
4000252698,1,41,4000252699,1,4000252703,5,4,4000252693,5,4000252703,11,10,11,sample
4000252698,2,167,4000252703,5,4000252709,11,6,4000252691,7,4000252709,26,25,37,sample
4000252862,1,3,4000252863,1,4000252867,5,4,4000252861,1,4000252867,1,0,1,sample
4000252862,2,13,4000252867,5,4000252871,9,4,4000252859,3,4000252871,3,2,4,sample
4000253614,1,5,4000253615,1,4000253617,3,2,4000253611,3,4000253617,2,1,2,sample
4000253614,2,139,4000253617,3,4000253623,9,6,4000253611,3,4000253623,30,29,32,sample
4000253614,3,199,4000253623,9,4000253627,13,4,4000253611,3,4000253627,12,11,44,sample
4000253614,4,8837,4000253627,13,4000253639,25,12,4000253603,11,4000253639,1055,1054,1099,sample
4000253614,5,37529,4000253639,25,4000253659,45,20,4000253567,47,4000253659,2872,2871,3971,sample
4000254903,1,5,4000254905,2,4000254907,4,2,4000254901,2,4000254907,2,1,2,sample
4000254903,2,11,4000254907,4,4000254911,8,4,4000254901,2,4000254911,1,0,3,sample
4000254903,3,31,4000254911,8,4000254913,10,2,4000254901,2,4000254913,6,5,9,sample
4000254903,4,41,4000254913,10,4000254917,14,4,4000254901,2,4000254917,2,1,11,sample
4000254903,5,137,4000254917,14,4000254919,16,2,4000254901,2,4000254919,20,19,31,sample
4000255471,1,3,4000255473,2,4000255475,4,2,4000255471,0,4000255475,1,0,1,sample
4000255471,2,5,4000255475,4,4000255477,6,2,4000255471,0,4000255477,1,0,2,sample
4000255471,3,1097,4000255477,6,4000255489,18,12,4000255463,8,4000255489,180,179,182,sample
4000255471,4,57131,4000255489,18,4000255513,42,24,4000255433,38,4000255513,5609,5608,5791,sample
4000256073,1,5,4000256075,2,4000256077,4,2,4000256069,4,4000256077,2,1,2,sample
4000256073,2,17,4000256077,4,4000256081,8,4,4000256069,4,4000256081,3,2,5,sample
4000256073,3,3041,4000256081,8,4000256083,10,2,4000256069,4,4000256083,429,428,434,sample
4000256073,4,42457,4000256083,10,4000256149,76,66,4000256069,4,4000256149,4004,4003,4438,sample
4000256112,1,3,4000256115,3,4000256117,5,2,4000256111,1,4000256117,1,0,1,sample
4000256112,2,11,4000256117,5,4000256119,7,2,4000256111,1,4000256119,2,1,3,sample
4000256112,3,139,4000256119,7,4000256123,11,4,4000256107,5,4000256123,29,28,32,sample
4000256112,4,313,4000256123,11,4000256129,17,6,4000256107,5,4000256129,31,30,63,sample
4000256112,5,2053,4000256129,17,4000256137,25,8,4000256107,5,4000256137,245,244,308,sample
4000256112,6,34471,4000256137,25,4000256149,37,12,4000256083,29,4000256149,3372,3371,3680,sample
4000256906,1,3,4000256907,1,4000256909,3,2,4000256905,1,4000256909,1,0,1,sample
4000256906,2,11,4000256909,3,4000256917,11,8,4000256903,3,4000256917,2,1,3,sample
4000257162,1,3,4000257165,3,4000257167,5,2,4000257161,1,4000257167,1,0,1,sample
4000257162,2,107,4000257167,5,4000257179,17,12,4000257161,1,4000257179,25,24,26,sample
4000257162,3,223,4000257179,17,4000257181,19,2,4000257161,1,4000257181,20,19,46,sample
4000257434,1,3,4000257435,1,4000257437,3,2,4000257433,1,4000257437,1,0,1,sample
4000257434,2,11,4000257437,3,4000257439,5,2,4000257433,1,4000257439,2,1,3,sample
4000257434,3,563,4000257439,5,4000257461,27,22,4000257433,1,4000257461,98,97,101,sample
4000258330,1,39439,4000258331,1,4000258363,33,32,4000258303,27,4000258363,4149,4148,4149,sample
4000259112,1,29881,4000259113,1,4000259129,17,16,4000259077,35,4000259129,3236,3235,3236,sample
4000259620,1,73,4000259621,1,4000259633,13,12,4000259617,3,4000259633,19,18,19,sample
4000259620,2,947,4000259633,13,4000259657,37,24,4000259611,9,4000259657,140,139,159,sample
4000259918,1,3,4000259919,1,4000259923,5,4,4000259917,1,4000259923,1,0,1,sample
4000259918,2,11,4000259923,5,4000259927,9,4,4000259917,1,4000259927,2,1,3,sample
4000260476,1,3,4000260477,1,4000260479,3,2,4000260475,1,4000260479,1,0,1,sample
4000260476,2,62507,4000260479,3,4000260521,45,42,4000260469,7,4000260521,6274,6273,6275,sample
4000260690,1,3,4000260693,3,4000260695,5,2,4000260689,1,4000260695,1,0,1,sample
4000260690,2,5,4000260695,5,4000260697,7,2,4000260689,1,4000260697,1,0,2,sample
4000260690,3,97,4000260697,7,4000260707,17,10,4000260689,1,4000260707,21,20,23,sample
4000261406,1,3,4000261407,1,4000261409,3,2,4000261403,3,4000261409,1,0,1,sample
4000261406,2,601,4000261409,3,4000261411,5,2,4000261393,13,4000261411,107,106,108,sample
4000261511,1,6389,4000261513,2,4000261543,32,30,4000261511,0,4000261543,831,830,831,sample
4000261511,2,63029,4000261543,32,4000261553,42,10,4000261511,0,4000261553,5488,5487,6319,sample
4000264617,1,13,4000264619,2,4000264621,4,2,4000264613,4,4000264621,4,3,4,sample
4000264617,2,9319,4000264621,4,4000264633,16,12,4000264607,10,4000264633,1147,1146,1151,sample
4000265694,1,5,4000265695,1,4000265699,5,4,4000265693,1,4000265699,2,1,2,sample
4000265694,2,17,4000265699,5,4000265701,7,2,4000265693,1,4000265701,3,2,5,sample
4000265694,3,281,4000265701,7,4000265707,13,6,4000265677,17,4000265707,53,52,58,sample
4000266197,1,79,4000266199,2,4000266203,6,4,4000266197,0,4000266203,20,19,20,sample
4000266197,2,3167,4000266203,6,4000266223,26,20,4000266197,0,4000266223,426,425,446,sample
4000266704,1,3,4000266705,1,4000266707,3,2,4000266703,1,4000266707,1,0,1,sample
4000266704,2,19,4000266707,3,4000266709,5,2,4000266703,1,4000266709,5,4,6,sample
4000266952,1,353,4000266953,1,4000266971,19,18,4000266947,5,4000266971,69,68,69,sample
4000266952,2,7207,4000266971,19,4000266979,27,8,4000266947,5,4000266979,849,848,918,sample
4000267549,1,199,4000267553,4,4000267561,12,8,4000267549,0,4000267561,44,43,44,sample
4000267969,1,13,4000267973,4,4000267979,10,6,4000267969,0,4000267979,4,3,4,sample
4000267969,2,30781,4000267979,10,4000268003,34,24,4000267969,0,4000268003,3313,3312,3317,sample
4000268711,1,3,4000268715,4,4000268717,6,2,4000268711,0,4000268717,1,0,1,sample
4000268711,2,109,4000268717,6,4000268719,8,2,4000268711,0,4000268719,26,25,27,sample
4000268904,1,5,4000268905,1,4000268911,7,6,4000268903,1,4000268911,2,1,2,sample
4000268904,2,19,4000268911,7,4000268917,13,6,4000268903,1,4000268917,4,3,6,sample
4000269012,1,13,4000269013,1,4000269017,5,4,4000269011,1,4000269017,4,3,4,sample
4000269012,2,41,4000269017,5,4000269029,17,12,4000269011,1,4000269029,7,6,11,sample
4000269012,3,47,4000269029,17,4000269037,25,8,4000269011,1,4000269037,2,1,13,sample
4000269240,1,127,4000269241,1,4000269271,31,30,4000269239,1,4000269271,29,28,29,sample
4000269240,2,7517,4000269271,31,4000269281,41,10,4000269239,1,4000269281,921,920,950,sample
4000270063,1,3,4000270065,2,4000270067,4,2,4000270063,0,4000270067,1,0,1,sample
4000270063,2,433,4000270067,4,4000270069,6,2,4000270061,2,4000270069,81,80,82,sample
4000270063,3,919,4000270069,6,4000270073,10,4,4000270061,2,4000270073,73,72,155,sample
4000270375,1,3,4000270377,2,4000270381,6,4,4000270375,0,4000270381,1,0,1,sample
4000270728,1,3,4000270731,3,4000270733,5,2,4000270727,1,4000270733,1,0,1,sample
4000270728,2,1627,4000270733,5,4000270751,23,18,4000270727,1,4000270751,255,254,256,sample
4000272090,1,17,4000272091,1,4000272097,7,6,4000272083,7,4000272097,5,4,5,sample
4000272212,1,5,4000272215,3,4000272217,5,2,4000272211,1,4000272217,2,1,2,sample
4000272212,2,19,4000272217,5,4000272223,11,6,4000272209,3,4000272223,4,3,6,sample
4000273079,1,3,4000273083,4,4000273085,6,2,4000273079,0,4000273085,1,0,1,sample
4000273079,2,5,4000273085,6,4000273087,8,2,4000273079,0,4000273087,1,0,2,sample
4000273079,3,631,4000273087,8,4000273097,18,10,4000273073,6,4000273097,111,110,113,sample
4000273123,1,3,4000273125,2,4000273127,4,2,4000273121,2,4000273127,1,0,1,sample
4000274259,1,71,4000274261,2,4000274263,4,2,4000274251,8,4000274263,18,17,18,sample
4000274259,2,16831,4000274263,4,4000274273,14,10,4000274251,8,4000274273,1923,1922,1941,sample
